"","GSM3141461_CON_GC_1.CEL","GSM3141462_CON_GC_2.CEL","GSM3141463_CON_GC_3.CEL","GSM3141464_PCOS_GC_1.CEL","GSM3141465_PCOS_GC_2.CEL","GSM3141466_PCOS_GC_3.CEL"
"TC16001632.hg.1",4.91213431540572,4.7568276856952,4.79508792759774,5.01177030868771,4.904827170724,4.75686015812032
"TC16001633.hg.1",2.42403730695863,2.71267157306166,2.82152519233759,2.50090748795684,3.04563583366833,2.79736631170606
"TC16001634.hg.1",3.04906873093124,2.71458336141688,2.98181748168201,2.81535211662973,3.02190616893642,2.77080909077992
"TC16001635.hg.1",4.76281127246619,4.68373319747995,4.68070159982687,4.88261414492427,4.87550941808047,4.68646564885474
"TC16001636.hg.1",3.463060444132,3.44533061897551,3.45925206844456,3.33327352321012,3.57440187266083,3.42267375994524
"TC16001637.hg.1",4.87410429541619,4.82413893013644,4.92579878520056,4.84767271885236,4.87313535515037,4.82093319609492
"TC16001638.hg.1",2.83470103798073,2.9679508512189,2.99551834028447,2.83121011465074,2.99750659266013,2.92293729873824
"TC16001639.hg.1",6.38844514424183,6.48181805682108,6.59238275675541,6.52941191305517,6.49952841107475,6.24650478811918
"TC16001640.hg.1",5.00559329530376,5.07164740361913,4.98013275578354,5.01971328898595,5.00219973778828,4.96150097275783
"TC16001641.hg.1",5.50877592823249,5.47718096573899,4.94114093209233,5.60909918210878,5.745361979646,5.45078836186512
"TC16001642.hg.1",5.09317700708392,4.34461004482226,4.27203288965872,5.08091126513945,4.92842896710636,4.35900169618942
"TC16001643.hg.1",4.31763963127023,4.47997294366639,4.5418536214772,4.60131688526264,4.74970483282318,4.53260213819216
"TC16001644.hg.1",4.20901526323178,4.31352448231044,4.31195872170707,4.36580920449962,4.38104317913005,4.45202102866795
"TC16001645.hg.1",2.62989794739317,2.71651140525722,2.63544712208773,2.51420207864535,2.54693321736844,2.6743167875463
"TC16001646.hg.1",3.70785536531095,3.59963933212137,3.53663704786016,3.80542327804362,3.64330905525375,3.51684220571368
"TC16001647.hg.1",3.88974055708022,3.95736811595162,3.8579340322922,3.79438686277762,4.20343688478307,3.99190625567324
"TC16001648.hg.1",7.53487036519183,7.59589733922645,7.67328077052466,7.52714448206171,7.81781577802156,7.54288314226086
"TC16001649.hg.1",5.28784487727004,5.93926651547059,5.88358196405757,5.84316265202859,6.04090717090384,5.93242040652741
"TC16001650.hg.1",4.87359091279009,4.55932577160462,4.88884589599821,4.68752643014148,4.80687131762963,4.58524538975579
"TC16001651.hg.1",4.80774230349762,4.45631451422919,5.29352115771961,5.08917393523766,4.92918169345578,5.050586224386
"TC16001652.hg.1",4.57464737822787,4.14273318090628,4.44528362069551,4.26391887154414,4.20603328375257,4.64866893860573
"TC16001653.hg.1",5.83902063389199,5.93332985744114,5.75795926664934,5.86858811419079,6.05733053373444,5.95106923011395
"TC16001654.hg.1",3.23747502183309,3.50235464078621,3.26903408209294,3.29192916641758,3.35594453147895,3.36144500932311
"TC16001655.hg.1",3.00296157397447,2.79369709926276,2.79262442765092,3.07447652519099,3.27375291029117,3.42136982081701
"TC16001656.hg.1",4.98204150159699,4.90639155156081,4.95238652399634,5.16144994932123,4.94069441561294,4.98502273882891
"TC16001657.hg.1",3.84037669213325,4.05544619545154,4.16730603817015,4.11393160343825,4.05159675218238,3.85587392902313
"TC16001658.hg.1",6.13349212780057,5.36752117906337,5.73117729881392,5.52728066888613,5.7527140800864,5.62857373310606
"TC16001659.hg.1",5.76904029097104,5.58090283533945,5.73219068703514,5.73916881482945,5.5788268868138,5.33638123488871
"TC16001660.hg.1",5.47918228121675,5.37960758995215,5.12866780487718,5.61133790336227,5.43666707392843,5.63933303839843
"TC16001661.hg.1",5.88804131163766,5.6824199421247,5.99355896736305,5.84785617623079,5.87936217885381,6.0856194830855
"TC16001662.hg.1",4.72513540945272,4.55829892541797,5.13391546374165,4.7175738764321,4.57265856810133,4.72341662573865
"TC16001663.hg.1",5.42448976284106,4.49949750034619,4.67987689616574,4.90092169890895,4.65566948369993,5.17761761959342
"TC16001664.hg.1",2.73614633648006,2.33792039120521,2.43433277787971,2.74786602439434,2.67506229885583,2.60456339655794
"TC16001665.hg.1",5.48907663880884,5.56982784289729,5.25602139073486,5.66276377481476,5.81018922930963,5.29248359274832
"TC16001666.hg.1",3.20796727486987,3.17316953790046,3.26861166991176,3.01516411469728,3.13879907157201,3.27429713459233
"TC16001667.hg.1",5.88069956809468,6.01999403703803,5.92548156181695,5.95103397946899,6.14419500197509,5.88226340870284
"TC16001668.hg.1",5.81521301999771,5.91113129677837,5.80759032581243,6.08398922617975,6.1981504228881,5.70203193400465
"TC16001669.hg.1",5.60824872464155,5.50517609448501,5.84421617596066,5.82837031496385,5.98983978095883,5.86763694830269
"TC16001670.hg.1",5.52008585346219,5.28526416169685,5.38921433914419,5.33252922285529,5.46151931939727,5.47938491270207
"TC16001671.hg.1",6.68783725581763,7.04243321000222,7.01433035985762,6.81075095711302,6.90260827777184,6.40798904796258
"TC16001672.hg.1",5.16315708083104,5.04450093303915,5.09044625812411,4.85849928649153,4.83788634387167,5.2448007318371
"TC16001673.hg.1",4.80258837529148,4.91168526696345,4.92192270736758,4.94764561615507,4.99502369770327,4.97542651935804
"TC16001674.hg.1",5.96700507435073,6.11751772341524,5.99813832542031,6.16352489807189,6.23386842240144,6.05591120085299
"TC16001675.hg.1",5.78937314891719,5.8311796461978,5.81324280335919,5.92667973238401,5.97220292275418,5.89048469919692
"TC16001676.hg.1",5.75749411408775,5.92349561648293,6.02226762154486,6.03887907323521,6.0157703461596,5.93211138931732
"TC16001677.hg.1",6.6675899521936,6.20002764906243,6.33796328739868,6.61641865848244,6.36743830601792,6.40758081737112
"TC16001678.hg.1",4.98402992262546,5.2320962546867,5.3060162916512,5.31476797211831,5.4561535479903,5.17008011088606
"TC16001679.hg.1",5.67118004876761,5.77592841807029,5.728685987648,5.79234532910164,5.94611400701388,5.73261305082652
"TC16001680.hg.1",4.63198021938824,4.72713067528881,4.73816356233841,4.93241063649975,4.89446252071873,5.03803048581098
"TC16001681.hg.1",4.5654987081977,4.79218353330735,4.60960007260658,4.84750093483185,4.89307793142929,4.78400679844191
"TC16001682.hg.1",5.39677273413893,5.27670467469951,5.2712057650173,5.33903667153146,5.33049021588004,5.39403276143747
"TC16001683.hg.1",3.87350491521909,4.33951940551936,3.99317779117506,4.22329796548268,4.0775673832644,4.36570977017506
"TC16001684.hg.1",4.98094708432545,5.30361088123197,5.21684967842887,5.33326855224368,5.11141273369339,5.06501312132453
"TC16001685.hg.1",2.57220426880922,2.92066003730382,3.14976757624835,2.86497462868063,2.85350580036546,2.72035030918424
"TC16001686.hg.1",4.21285257798509,4.45879479145094,4.62803968113608,4.4474422623214,4.50670286725896,4.11630446097751
"TC16001687.hg.1",6.78004076375201,6.75312181970718,6.97822082329356,6.77329762612735,7.04762610166232,6.87383364213182
"TC16001688.hg.1",5.67957908503164,5.82172573148152,5.84210939153744,5.86337074599165,6.04337090148832,5.77383161711673
"TC16001689.hg.1",3.52430464907933,3.48276175145592,3.66458314827791,3.56900001704467,3.74297322781842,3.58182667596658
"TC16001690.hg.1",3.58586963488017,3.92301150077794,3.85081409947047,3.72256619868197,3.91281192873819,3.75986157340917
"TC16001691.hg.1",4.5149357102239,4.64311054098259,4.61755800102537,4.66188046987433,4.71355091023247,4.29149236409823
"TC16001692.hg.1",7.30440334855238,7.29850887844563,7.21822514980247,7.34229956996768,7.45050573251501,7.34928637576313
"TC16001693.hg.1",6.49724627796738,6.76217656605617,6.7428051813546,6.75040125658134,6.90664467765671,6.44134485679402
"TC16001694.hg.1",5.92352187791636,5.88896580724979,5.84630227466052,5.89280235264112,5.91862065681074,5.92648186868899
"TC16001695.hg.1",5.50715422831945,5.5184864324777,5.36147035563035,5.73628183330894,5.58417279216561,5.62534636366538
"TC16001696.hg.1",5.75895802740886,5.72459267320945,5.81550243676887,5.77446075161218,5.78408111977651,5.77793067149147
"TC16001697.hg.1",3.47226877461824,3.39994953793274,3.43261312927343,3.89263006020972,3.86675057493112,3.61895178590589
"TC16001698.hg.1",6.34901801778763,6.23765405745287,6.2359532023837,6.28744134739251,6.36181690221681,6.54502507912046
"TC16001699.hg.1",5.48412635434162,5.53757621564741,5.28447081873822,5.72708659939756,5.8016683804874,5.64547129480268
"TC16001700.hg.1",4.95215639883842,4.96974138661403,4.9271860706306,5.12936808718441,5.105018204464,5.34458260337121
