"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"FADS2",0.256181294961185,5.26953523941406,3.55145059811955,0.00071176237036375,0.00343242800750249,-0.738286840278946,"No"
"MED17",0.302219828382434,4.95680020263621,3.55123565552605,0.000712250031470583,0.00343378181935585,-0.738918233445238,"No"
"CCDC183",-0.229045812353259,4.43438019107828,-3.54996067677054,0.000715149232279994,0.00344650059023792,-0.742662952818226,"No"
"TRPM5",-0.200225541470233,4.60905284338723,-3.54989292591118,0.000715303605687562,0.00344650059023792,-0.742861917545055,"No"
"DYNC1LI1",0.19984822552803,5.08798317492024,3.54965988781877,0.000715834835331662,0.0034476248033674,-0.743546263751213,"No"
"TRAM1",0.61271639228884,7.59621195594752,3.54957008796783,0.000716039641566912,0.0034476248033674,-0.743809964476093,"No"
"LOC284933",-0.242035127147627,3.61071171797733,-3.54951723008824,0.000716160220393361,0.0034476248033674,-0.743965181586578,"No"
"GJB1",-0.286797353237575,5.09700190982395,-3.54932827748248,0.000716591414807321,0.00344870009782851,-0.744520028053359,"No"
"DNAJB4",0.355042694642149,4.76006527217116,3.54905009495018,0.00071722668298091,0.00345073138490207,-0.745336856087165,"No"
"LINC02913",-0.28810216090758,3.68571011013391,-3.54896137977881,0.000717429388809941,0.00345073138490207,-0.745597341629074,"No"
"FBXO31",0.295181836156021,5.78425659488903,3.54868257567147,0.000718066784364994,0.00345279635460814,-0.746415938003173,"No"
"LIF",0.551642982547003,4.13349981712748,3.5484151625657,0.000718678643535958,0.00345473737277975,-0.747201048755356,"No"
"IL13RA1",0.609406920601264,7.04991635295103,3.54819638038255,0.000719179600249483,0.00345614430539818,-0.747843352179077,"No"
"ADGRA2",0.504906484008668,5.7811740805807,3.54787522469789,0.000719915567745896,0.00345867948210058,-0.748786156878662,"No"
"PIK3CA",0.542829913515257,4.74342147644645,3.54761274303991,0.000720517607861479,0.00345973624646473,-0.749556671933012,"No"
"NGEF",-0.267199573050173,4.03525067274774,-3.54754855466281,0.000720664906071977,0.00345973624646473,-0.749745091131701,"No"
"JAKMIP3",-0.195287028416257,3.73868546138196,-3.5475066819114,0.000720761010246388,0.00345973624646473,-0.749868003589053,"No"
"LILRB4",0.307468495271503,4.4131214034809,3.54726904388433,0.000721306655429512,0.00346135414696279,-0.750565543183936,"No"
"HCK",0.459475512666403,4.97670049766517,3.54715134642494,0.000721577048091336,0.00346165063198255,-0.750911009274007,"No"
"ZNF12",0.268411882306921,5.21246018318436,3.54685987257296,0.000722247081122246,0.00346386360235334,-0.751766511481038,"No"
"DKC1",0.396858454164285,5.66829726663059,3.54643865340983,0.000723216413897392,0.00346751030690937,-0.753002744627495,"No"
"FAM184B",-0.206085138807531,3.75176503537909,-3.5460444995016,0.000724124581841734,0.00347086173052621,-0.754159454935123,"No"
"ARIH2",0.182079672477788,4.9875920110653,3.54571868093334,0.000724876116505118,0.00347266840800762,-0.755115558677411,"No"
"MIR3667HG",-0.212641179552297,4.09176970320729,-3.54569964258609,0.000724920053352923,0.00347266840800762,-0.755171424250728,"No"
"TNFRSF10A",0.312964961284214,5.2008746056844,3.54491353231343,0.000726736455333523,0.00348036500427258,-0.757477987651412,"No"
"SETD6",-0.162259337878272,4.50836357065303,-3.54474919543053,0.000727116721391298,0.00348118144107536,-0.757960132909616,"No"
"TLX2",-0.254953787048317,4.23801600650453,-3.54446019830636,0.000727785902558399,0.00348338023278168,-0.758807980395816,"No"
"ATP1A4",-0.200903003032751,3.92390134088516,-3.5441810054523,0.000728432937219975,0.00348547178783976,-0.759627020466492,"No"
"M6PR",0.411077172668569,6.03603400831654,3.54354249328901,0.000729914755589191,0.00349155533417326,-0.761499996765568,"No"
"ACSM3",-0.843417813791407,4.35405400699173,-3.54286256219043,0.000731495844224112,0.0034976211989394,-0.763494219995551,"No"
"WBP1",-0.213671725870695,5.41439410256916,-3.5428159361183,0.000731604386014141,0.0034976211989394,-0.763630963844038,"No"
"NGRN",0.529610268856639,6.43744725360178,3.54208173874118,0.000733315557564536,0.00350479215501898,-0.765784041317512,"No"
"EFR3A",0.584703616871955,5.91452606565845,3.54164171540701,0.000734342927848885,0.00350817251303034,-0.767074292286871,"No"
"OTOF",-0.190927598940862,3.99709696269758,-3.54159774659834,0.000734445661701061,0.00350817251303034,-0.767203213165076,"No"
"ATL3",0.562263054991276,5.89225014880547,3.54064396931452,0.00073667754096149,0.00351782075243596,-0.769999517504993,"No"
"LMCD1",0.487404819999587,4.97949855204078,3.54052655448919,0.00073695274154546,0.0035181224951684,-0.770343721787324,"No"
"GDAP1",0.278457579692867,4.29813831959273,3.53981421054094,0.000738624450244402,0.00352508890634329,-0.772431810179456,"No"
"FKBP9P1",0.421048253418986,5.80501528769542,3.53952469520112,0.000739304905542666,0.00352640845993013,-0.773280383603456,"No"
"CHD5",-0.186988993222757,4.22476318629476,-3.53951573980675,0.00073932596312504,0.00352640845993013,-0.773306631243279,"No"
"MIB1",0.448936671957143,5.73415853856617,3.53897398089023,0.000740600907211801,0.00353147455582547,-0.774894406043503,"No"
"SPIN4",0.275391595778961,4.04881078007969,3.53872298095747,0.000741192303514927,0.00353327925438859,-0.77562997561005,"No"
"LOC101928215",-0.263330917491697,3.88534637914885,-3.53800341111568,0.000742890213096873,0.00354035617350072,-0.777738521554875,"No"
"RNF114",0.516282154287543,6.60712041490139,3.53779671036525,0.000743378630368263,0.00354166666446482,-0.778344160725266,"No"
"PREX1",0.376703068123439,5.39805878915168,3.53709755651189,0.000745032936084784,0.00354852943208694,-0.780392525400037,"No"
"FAM50A",0.251514546621968,5.92605639708049,3.53541964433558,0.000749017410486049,0.00356648347477919,-0.785307322733309,"No"
"SH2D5",-0.225426547607841,4.74001817902654,-3.53495611651381,0.000750121694730071,0.00357071698288893,-0.786664772421963,"No"
"ADGRF3",-0.209397012565623,3.84097320912156,-3.5346014140677,0.00075096776315982,0.00357371926064641,-0.78770344414461,"No"
"SAXO4",-0.205987668486581,4.15437256540757,-3.53447481905544,0.000751269948434323,0.00357413231775205,-0.788074134108881,"No"
"ILRUN",0.379602933125516,6.81507449153883,3.53353639868683,0.000753513583165399,0.00358377884753415,-0.790821696942604,"No"
"RC3H2",0.404366808508263,5.66275556727304,3.53307950823416,0.000754608247406317,0.00358795680729525,-0.792159230214938,"No"
"ENPP7",-0.249571296035649,4.01058182955041,-3.53257510849041,0.000755818492941754,0.00359268177366814,-0.793635710344386,"No"
"DDX11-AS1",-0.236104796117304,3.93081758581505,-3.53146650678863,0.000758484927493197,0.00360432385075089,-0.796880313216513,"No"
"IHH",-0.332835570289537,4.95459708784564,-3.53119759753459,0.000759133059057876,0.00360539721466082,-0.797667240743993,"No"
"OPRK1",-0.332798057528551,5.12281476619393,-3.53119250188568,0.000759145345789134,0.00360539721466082,-0.79768215210015,"No"
"UBE2A",0.322136042001728,5.1507399579756,3.53065001895457,0.000760454472199482,0.00361058126228275,-0.799269532633466,"No"
"GSTO2",-0.23970452547869,3.88889242600836,-3.52967000145795,0.000762824898174111,0.00362079987422803,-0.802136783834658,"No"
"MIR3132",-0.445948782549754,3.86995428646417,-3.52827274207373,0.000766216666210594,0.00363585912470649,-0.806223838426194,"No"
"MLH3",0.223286113346392,3.94665851012605,3.52804519845601,0.000766770369388422,0.0036374464006951,-0.806889311827079,"No"
"SCIN",-0.526960650872423,4.47913712194533,-3.52772110984563,0.000767559660434763,0.00364015004437109,-0.807837090505858,"No"
"MFHAS1",0.356138334453329,4.40299265257789,3.52742377028419,0.000768284484829801,0.00364254649750449,-0.808706591509077,"No"
"MYOD1",-0.261790174042322,4.22746376366409,-3.52654021194835,0.000770442170730814,0.00365173304230423,-0.811290062724099,"No"
"MST1L",-0.235402794762434,4.80693741364917,-3.52629638484768,0.000771038618668411,0.00365351651575774,-0.812002921644112,"No"
"MED9",-0.225233167174697,4.12020120326952,-3.52606973392924,0.000771593443478077,0.0036551017987654,-0.812665534058834,"No"
"SCIMP",0.492427541553736,4.79418246122796,3.52594651533414,0.000771895232571329,0.00365548786794767,-0.813025750734854,"No"
"SMTNL1",-0.210460422317324,3.88077279188046,-3.52584313999184,0.00077214850766993,0.00365552115808932,-0.813327951190718,"No"
"TACC1",0.597492256056956,6.48426652692074,3.52576384192823,0.000772342845622583,0.00365552115808932,-0.813559761716877,"No"
"EXTL1",-0.187465399114406,3.65610076588955,-3.52496356402804,0.0007743067094494,0.00366377118237905,-0.815899002198232,"No"
"ARIH1",0.521920590834089,6.54960445650853,3.52473460051888,0.000774869452298169,0.00366538873758148,-0.816568204725669,"No"
"PEAK3",-0.311998566057531,4.13784407848059,-3.52444415193283,0.000775583870844346,0.00366772264257369,-0.817417070433262,"No"
"ACP4",-0.207517182787302,4.54620093053288,-3.52333122452103,0.000778327139260289,0.00367853672036743,-0.820669277940342,"No"
"GRM6",-0.201044638186164,4.04368224915424,-3.52328648528997,0.000778437609890181,0.00367853672036743,-0.820800000880239,"No"
"RIC1",0.345382625032817,4.69968644487564,3.52324675993766,0.000778535712667699,0.00367853672036743,-0.820916072898782,"No"
"SNX32",-0.19227206320151,3.58180923464604,-3.52315702768232,0.000778757351973653,0.00367853672036743,-0.821178254964572,"No"
"MED11",-0.362067324933481,5.04396117919714,-3.52184824501307,0.000781996870015436,0.00369278772368701,-0.825001778596033,"No"
"EPN1",-0.285189735243323,6.00761697789395,-3.52167965774881,0.000782415088480694,0.00369371151586021,-0.825494225662005,"No"
"PI3",1.43605607747713,6.10918825261333,3.52157641222772,0.000782671316933571,0.00369387025972573,-0.825795800221121,"Upregulated"
"LRRC40",0.363645169005131,4.41388507679573,3.52115546142984,0.000783716831644009,0.00369775294407185,-0.827025312883518,"No"
"PSMC6",0.418189848452539,4.82751124624085,3.52076714882162,0.000784682458321481,0.0037005881159228,-0.828159408001809,"No"
"BDP1",0.373158395839305,5.04240564048503,3.52051578617385,0.000785308130109147,0.0037005881159228,-0.828893485826139,"No"
"LOC388242",-0.203730522730647,4.61035442878984,-3.52050611958945,0.000785332200850369,0.0037005881159228,-0.828921715349332,"No"
"GASK1B-AS1",0.454151083195127,4.06827907335868,3.52039650186066,0.000785605208725882,0.0037005881159228,-0.829241830573539,"No"
"MRC1",1.04056783815743,5.81456139592874,3.52038618226127,0.000785630914790542,0.0037005881159228,-0.82927196641862,"Upregulated"
"GRIN1",-0.249411354256782,4.32662100421402,-3.52037620248249,0.000785655775123299,0.0037005881159228,-0.829301109844654,"No"
"PPP3CB-AS1",-0.20007840401308,4.18333569154204,-3.51879406568885,0.000789606445991921,0.00371814113643301,-0.833920635867175,"No"
"CTBP1-AS",-0.199569087927117,4.57668086534627,-3.51821039350677,0.000791068658627597,0.00372396973652946,-0.8356244889736,"No"
"MGA",0.46650327906264,5.52719073058561,3.51801362871304,0.000791562171764293,0.00372523615378805,-0.836198840820828,"No"
"BICDL2",-0.247534754093739,4.89255306022703,-3.51754666102683,0.000792734560782214,0.00372969586096401,-0.837561821775012,"No"
"MAMSTR",-0.19778053113564,4.06733315938225,-3.51742200396485,0.000793047808709095,0.00373011205717651,-0.837925648987065,"No"
"DIMT1",0.304983789980283,4.53206257145924,3.51662725874972,0.000795047669771663,0.0037384587793117,-0.840245007433897,"No"
"FRG1JP",0.428667171800615,5.17959718439517,3.51624939796989,0.000796000179525615,0.00374187733117509,-0.841347619788756,"No"
"ZNG1A",0.269658350233122,4.22722606594644,3.51613764924614,0.000796282082648948,0.00374214241843009,-0.8416736915449,"No"
"CCHCR1",-0.194079572779119,4.61880731870477,-3.51588825737129,0.000796911553237198,0.00374404029287035,-0.842401367193348,"No"
"IL9R",-0.173417034090887,3.92651232653498,-3.51570842769986,0.000797365740293156,0.00374511381104575,-0.842926052594439,"No"
"CACUL1",0.348514680806595,4.3937260834028,3.51551365126979,0.000797857954786713,0.00374636528062556,-0.843494327393622,"No"
"GDF6",-0.238559933653232,4.63589851542273,-3.51542011757354,0.000798094423849376,0.0037464155217416,-0.843767211385136,"No"
"TESK2",-0.214594416421234,4.01740582670573,-3.51511888080094,0.000798856453681206,0.00374893212454353,-0.844646034495712,"No"
"PTAFR",0.360281293066969,4.48079463916711,3.51500777726498,0.000799137683300496,0.00374907148445727,-0.84497015324196,"No"
"NAGA",0.416808714196057,5.76125700229208,3.51492865875761,0.000799338008437376,0.00374907148445727,-0.845200958879793,"No"
"MASTL",0.367792773463225,4.24544439898827,3.5147590868324,0.0007997675188236,0.00375002605463657,-0.845695624690923,"No"
"PRR35",-0.280246818413668,4.68191709044357,-3.51436004915653,0.000800779109536044,0.00375352599947972,-0.846859611619164,"No"
"PIP4K2A",0.445617588372246,5.3739239502253,3.51428624285077,0.000800966347122917,0.00375352599947972,-0.84707489371956,"No"
"RAB10",0.464774959665164,7.13075101144152,3.51397657339687,0.000801752393664896,0.00375609955758963,-0.847978120499291,"No"
"ATF2",0.381333196902789,5.40385340492396,3.51389159513219,0.000801968225415213,0.00375609955758963,-0.848225971005775,"No"
"ZC3H11C",0.156541771116385,4.74799087121466,3.51282225219712,0.000804688909056381,0.00376715712628956,-0.851344506768468,"No"
"LIPH",-1.09616277174091,5.60566131037483,-3.51278526309118,0.000804783175406562,0.00376715712628956,-0.85145236699408,"Downregulated"
"LINC-PINT",0.438458563243341,4.49353025511281,3.51186154772029,0.000807140655590739,0.00377681294232776,-0.854145671760366,"No"
"HLA-DRB1",0.764662195408965,8.47928711737924,3.51174004567156,0.000807451236907065,0.00377681294232776,-0.854499903300024,"No"
"MIR328",-0.330494143531927,4.99686966342944,-3.51168681219756,0.000807587347064233,0.00377681294232776,-0.854655099515805,"No"
"SLC25A1",-0.256729442322627,5.92154131552441,-3.51153523156628,0.000807975035695294,0.00377681294232776,-0.855097007109036,"No"
"PNPLA4",-0.299262226160063,4.55857240444123,-3.51153174044288,0.000807983966811109,0.00377681294232776,-0.855107184734553,"No"
"ADAM10",0.439223006827364,6.02849373080712,3.51077555359941,0.000809920680055211,0.00378479970848667,-0.857311524862618,"No"
"UVRAG",0.317135505304848,4.89138992514775,3.51033715439973,0.000811045505541251,0.00378898905375888,-0.858589343628204,"No"
"TMEM168",0.480122308618675,4.77594718341649,3.51016699401806,0.000811482494797613,0.00378996355718311,-0.859085287459238,"No"
"GDI2",0.548100502456893,7.76000159100972,3.50988441633926,0.000812208676759265,0.00379228778338302,-0.85990884309857,"No"
"HAPLN3",0.279955314312845,4.98335729241318,3.50968581699635,0.000812719415999276,0.00379360506022278,-0.860487622088068,"No"
"DEGS1",0.255378758504897,6.25072211702772,3.50909730358506,0.000814234689921101,0.00379960923637535,-0.862202599324336,"No"
"NRADDP",-0.237274691826599,3.71230134112698,-3.50899578581792,0.000814496343551676,0.00379976168819132,-0.862498410895415,"No"
"PPP1R1A",-0.328591540796926,4.47099981829432,-3.50839812241365,0.000816038389575288,0.00380588562018334,-0.8642398186797,"No"
"PPP1R12A",0.66649231302502,6.46438601100544,3.50721587585694,0.000819096895749076,0.00381889947433329,-0.867683930974675,"No"
"GOLGA6L24",-0.24947349705613,4.02593973204348,-3.50714174826512,0.000819289027879144,0.00381889947433329,-0.867899852769205,"No"
"OR56B1",0.41271658238198,4.65298724878298,3.50691564247994,0.000819875338134927,0.00382055921398792,-0.868558443596875,"No"
"ATP5F1D",-0.359840017539909,5.83130090927703,-3.5067122664136,0.000820403048471068,0.00382093984184761,-0.86915080375547,"No"
"NAT8",-0.241577736317137,3.81530801473119,-3.50664535042966,0.000820576749261429,0.00382093984184761,-0.869345700476731,"No"
"KCNJ5-AS1",-0.195685826249743,3.628940915544,-3.50661798285086,0.000820647800189519,0.00382093984184761,-0.869425409426829,"No"
"ADAMTS4",0.78393800115096,5.76335900808955,3.50539287765058,0.000823834368798944,0.00383428882332217,-0.872993136035767,"No"
"EPB41L3",0.514999972383213,5.34496886875408,3.50528342693885,0.000824119626858586,0.00383428882332217,-0.873311835100558,"No"
"FGF4",-0.254306327120752,4.3973249782127,-3.50521303032962,0.00082430314891358,0.00383428882332217,-0.87351681269586,"No"
"SLC39A8",0.640575174159449,4.4108456182965,3.50516088867167,0.000824439105798089,0.00383428882332217,-0.873668634569645,"No"
"SLC12A5",-0.179113156190411,3.88823450146303,-3.50382427739397,0.000827931526879451,0.00384945243962948,-0.877559949179848,"No"
"XYLT1",0.413859878704848,4.7533565339795,3.50369250955074,0.000828276581013598,0.00384997803510915,-0.877943514216699,"No"
"SPACA4",-0.285045480161476,4.11036606176456,-3.50319578361362,0.00082957856027145,0.00385495005016646,-0.879389353494175,"No"
"ZMYM2",0.453182073631198,5.29908220602504,3.50272851177436,0.000830805108761532,0.00385956886192297,-0.880749332789368,"No"
"HPSE",0.302033126670361,3.9567422062565,3.5024954154739,0.000831417609490739,0.00386133328068551,-0.881427705929229,"No"
"ETV3L",-0.17608197239252,4.26466434672261,-3.50205313088176,0.000832580966197737,0.00386565432375077,-0.882714789339141,"No"
"GDAP1L1",-0.208552244075174,4.3132059841872,-3.50154332046599,0.000833923854211534,0.00387080627602411,-0.884198241582065,"No"
"ANKRD63",-0.330086444123994,4.95967779466652,-3.50048126846916,0.000836727999173311,0.00388273613486631,-0.887288142524955,"No"
"SPTLC1",0.361283380329559,5.60305558579849,3.50038689470654,0.000836977607254315,0.00388280861469894,-0.887562679858274,"No"
"CAMK2A",-0.175189049107722,4.17602061683179,-3.50013237979725,0.00083765112295674,0.00388435582925788,-0.888303049652166,"No"
"HAGHL",-0.253351623333436,5.05884519276082,-3.49997238512967,0.000838074775507008,0.00388435582925788,-0.888768446602767,"No"
"OR51S1",-0.225731728419607,3.62548726294406,-3.49995260113475,0.000838127175994616,0.00388435582925788,-0.888825993836586,"No"
"MPHOSPH6",0.392226095039509,4.98016664902473,3.49990719478927,0.000838247452366666,0.00388435582925788,-0.888958069945924,"No"
"NICOL1",-0.265257841152839,4.80107499816566,-3.49977037259913,0.000838609978172535,0.00388495085923926,-0.889356045676174,"No"
"MLLT10",0.349340803551287,5.05833052280555,3.49949634658622,0.000839336488193157,0.00388723128246644,-0.890153075465148,"No"
"KANK4",-0.244991270981485,3.83250169461694,-3.49913057709269,0.000840307162929459,0.00389064092121971,-0.891216883622573,"No"
"FIZ1",-0.215332423209496,4.05552814031701,-3.49900409460285,0.000840643068344267,0.00389111048147971,-0.891584729185408,"No"
"TMEM191C",-0.266242993813575,5.05654032955503,-3.49854244482669,0.000841870174147515,0.0038957037562197,-0.892927256051851,"No"
"TMEM191A",-0.266068388713582,4.99424440958735,-3.49824392792897,0.000842664562667911,0.00389829265484007,-0.893795311103843,"No"
"ZNF684",-0.166159104878123,3.75138222817261,-3.4978597794313,0.000843687873097831,0.00390115611968813,-0.894912299700021,"No"
"COL6A2",0.498336633497001,6.7073569603737,3.49776288106297,0.000843946181007835,0.00390115611968813,-0.895194037943694,"No"
"OSBPL3",0.450870855092445,4.71459175854785,3.49774688892715,0.000843988819433553,0.00390115611968813,-0.895240535598945,"No"
"CAPRIN2",0.443268259216086,4.66694931572612,3.497500602139,0.000844645730327622,0.00390272249934095,-0.895956604232286,"No"
"FCHSD2",0.566933210697305,5.70524229669135,3.49744351242556,0.000844798072654737,0.00390272249934095,-0.896122585324401,"No"
"PIKFYVE",0.368730534003268,4.95292786628612,3.49696629128593,0.000846072543917713,0.00390501462372122,-0.897509973268363,"No"
"ANGPTL2",0.778867405353119,5.88103261618493,3.49695046661548,0.000846114836652459,0.00390501462372122,-0.897555976902587,"No"
"USP9X",0.664675340752308,6.5696967468173,3.49694235181696,0.000846136524897377,0.00390501462372122,-0.897579567242558,"No"
"EBPL",0.297452990647449,5.29526051103414,3.49689052873757,0.000846275043746807,0.00390501462372122,-0.897730220021894,"No"
"BUB1",0.504374386044439,4.21949296282753,3.49681727971193,0.000846470869080706,0.00390501462372122,-0.897943156719173,"No"
"BAD",-0.223495216824422,4.9825805643918,-3.49656965311532,0.000847133196990674,0.00390698395521491,-0.898662990837324,"No"
"GAS5",0.291132168730384,4.52596726469077,3.49629750490838,0.000847861679880345,0.00390925721476367,-0.899454067745892,"No"
"VCP",0.527640014008062,8.01684718709592,3.49524659489851,0.000850680323204383,0.00392116368979265,-0.902508447124612,"No"
"POLR2B",0.477274297228865,6.0702824704818,3.49513289075323,0.000850985821039132,0.00392148256437749,-0.902838881053795,"No"
"NR2C2",0.367087005740528,5.199790844152,3.49477750691529,0.000851941329587927,0.00392479578655804,-0.903871609697823,"No"
"DEGS2",-0.262889935750452,5.18387132862356,-3.49448577818522,0.000852726451129523,0.00392732243409473,-0.904719306317044,"No"
"MPZL1",0.289832815631925,5.83034726475042,3.49429960436495,0.00085322785425947,0.00392777058540021,-0.90526025951896,"No"
"MYBPC3",-0.209648126019887,4.50996635752949,-3.49427388143374,0.00085329715321006,0.00392777058540021,-0.905334999434056,"No"
"RNASE1",-0.683210650584821,6.53346840938613,-3.49404480808227,0.000853914524523266,0.00392917192414121,-0.906000572840646,"No"
"ANAPC11",-0.174412889709188,5.37805568248575,-3.49398523229896,0.000854075155500624,0.00392917192414121,-0.906173665627675,"No"
"PILRA",0.340520529715929,4.85491129773796,3.49381564508613,0.000854532561270973,0.00393018661910492,-0.906666377060912,"No"
"HES6",-0.238344685709269,5.21347102180899,-3.49298343718994,0.000856780537706245,0.00393943370537474,-0.909084002855336,"No"
"SLC41A2",-0.731083514064371,5.54467921201971,-3.49256768115053,0.000857905685684425,0.00394351439009622,-0.910291658514355,"No"
"ARMC8",0.330095191262675,4.3443617217428,3.49200398977607,0.000859433424471231,0.00394944288166037,-0.911928869215287,"No"
"ISY1",0.221898463673377,5.02315795866853,3.49161954547934,0.000860476840052753,0.00395230031072819,-0.913045363621855,"No"
"ESCO1",0.430606111522036,4.67865702603948,3.49159938921797,0.00086053157904429,0.00395230031072819,-0.913103898674667,"No"
"PRRT4",-0.222364222692364,5.0177889088924,-3.49097707582413,0.000862223240746665,0.00395897411647763,-0.914911022991605,"No"
"PDPR",0.372724217259914,5.32281999522405,3.49068481539515,0.000863018792831629,0.00396153080172837,-0.915759637087518,"No"
"RUBCN",0.216279899438776,4.8953646478674,3.49041155852674,0.000863763245557734,0.00396385157543834,-0.916553028330171,"No"
"MIR874",-0.291300129684493,3.66061834038938,-3.48950466330064,0.000866238329833228,0.00397411082257467,-0.919185862622983,"No"
"VMAC",-0.2796785327409,5.47814840014336,-3.48884579948208,0.000868040706615386,0.00398024651767498,-0.921098337927011,"No"
"ZFYVE28",-0.154564345651752,4.15233931111775,-3.48882238776826,0.000868104816680782,0.00398024651767498,-0.921166290282305,"No"
"SLC9A7",-0.468186971966978,5.07889754742836,-3.48875283265216,0.000868295311195819,0.00398024651767498,-0.921368171749991,"No"
"CCDC82",0.417810982900146,4.25611303896899,3.48843367497603,0.000869169914606184,0.00398315536121928,-0.922294481461074,"No"
"ZSWIM1",-0.201322591874542,5.78337739319225,-3.48815295912346,0.000869939864380099,0.00398558313349624,-0.92310917162219,"No"
"BCO1",-0.356125965612005,3.63153602196257,-3.48786244783826,0.000870737362059239,0.00398813573999752,-0.923952243026423,"No"
"SLC6A17",-0.189564461017615,3.90704751422972,-3.48776825388723,0.000870996087564436,0.00398821994399676,-0.924225586102777,"No"
"FDXR",-0.204293919662712,4.25149010280075,-3.48639314156819,0.000874781461094044,0.00400418612258661,-0.928215476931683,"No"
"SMKR1",-0.225619662664513,4.22709879638055,-3.4863165553692,0.000874992743475897,0.00400418612258661,-0.928437660459753,"No"
"PRRT3",-0.241457664709448,4.23195342239793,-3.48623895029958,0.000875206886020346,0.00400418612258661,-0.928662796437217,"No"
"ADARB2",-0.215967342098024,4.15670976184536,-3.485999223635,0.000875868698902454,0.0040050459859966,-0.929358233296574,"No"
"TCEAL6",-0.186267216013232,4.31082542935556,-3.48599602265099,0.000875877539061206,0.0040050459859966,-0.92936751899493,"No"
"GAMT",-0.285776101109867,5.2639201214949,-3.48554524042852,0.000877123309615917,0.00400963752059684,-0.930675130120936,"No"
"ATXN1",0.384114071611458,5.03384342214644,3.4853146536662,0.00087776120270461,0.0040114484708566,-0.931343962541147,"No"
"AGAP6",0.650569882313993,6.14889836861053,3.48515827110186,0.000878194068245541,0.00401232168735311,-0.931797543557973,"No"
"VPREB1",-0.223703749308092,4.12975045262054,-3.48376625060668,0.000882056096966794,0.00402885738317286,-0.935834429769789,"No"
"SAP25",-0.223868115233118,4.84497099581131,-3.48317236488466,0.000883708671748062,0.00403529490891231,-0.937556375717776,"No"
"PLEKHH3",-0.222839028098571,4.87086647672982,-3.48269617532299,0.000885035859392086,0.00404024348026197,-0.938936922370513,"No"
"ELAVL1",0.290900965117334,6.38128725316204,3.48246690899474,0.000885675521097694,0.0040420515943606,-0.939601554826314,"No"
"HUS1",0.426784824805877,5.20874392809123,3.48232853982883,0.000886061788335532,0.0040427025888479,-0.940002666206845,"No"
"RCAN3",-0.309776674900246,5.55923012827941,-3.48093039937109,0.000889973765076923,0.00405943503509798,-0.944055055989534,"No"
"MNDA",0.789282157842839,4.59886493216798,3.48040352211712,0.000891452202878138,0.00406506124060451,-0.94558187681535,"No"
"EMC9",-0.22128941958253,5.00330315762156,-3.47973516585742,0.000893330986038719,0.00407250944569409,-0.947518458608078,"No"
"EHBP1",0.468252973172046,5.19943466577326,3.47934719706418,0.000894423306948128,0.00407563136228248,-0.948642493283882,"No"
"CDRT15",-0.239767854329825,4.46745255706418,-3.47931748399156,0.000894507015875183,0.00407563136228248,-0.948728575357213,"No"
"NIPBL",0.556548409359334,5.87766106290329,3.47897327220348,0.0008954772853569,0.00407893221883404,-0.949725758645152,"No"
"PTGIS",0.889259499265346,6.26561176362046,3.47860626261475,0.000896512916454702,0.0040825289065997,-0.950788913220403,"No"
"LINC00482",-0.246957971298072,4.43715773144324,-3.47844906529504,0.000896956844496895,0.00408342987039273,-0.951244259548302,"No"
"LMX1A",-0.167628492934542,3.64301613915236,-3.47806769938069,0.000898034694704494,0.00408721550299681,-0.952348886568076,"No"
"DUSP11",0.383279716041342,5.70395481269479,3.47752558439795,0.000899568981287705,0.00409307586385747,-0.953918981458614,"No"
"PAXBP1",0.375968673412682,4.37236298439063,3.47627970618678,0.000903104470535948,0.00410803607019559,-0.957526710948797,"No"
"SVIP",-0.474189311020985,5.53433661054782,-3.47600898398716,0.000903874451894986,0.00411041179905328,-0.958310533329843,"No"
"RIMS4",-0.253423584083037,4.78285783268633,-3.4751300723122,0.000906378521807392,0.00412066991530736,-0.96085496062846,"No"
"TTTY14",-0.289554788874586,3.61743665821403,-3.47467048769394,0.000907690521192344,0.00412550438473453,-0.962185271861149,"No"
"RBFADN",-0.230681252813335,3.8464629333286,-3.47427190380576,0.000908829835884897,0.00412955155987787,-0.963338913522105,"No"
"FCGR3B",0.79685944676006,5.27182005222159,3.4741088189788,0.000909296389171195,0.00413054045494301,-0.963810912221843,"No"
"LINC00896",-0.242113504862017,3.99615000256152,-3.47378611804723,0.000910220241424485,0.0041336055517783,-0.964744825929229,"No"
"PRTN3",-0.235998963286852,4.5629147052349,-3.47363107360576,0.000910664430492909,0.00413449126117629,-0.965193511762664,"No"
"MINDY2",0.58135034412304,4.77369689521223,3.47335378269238,0.000911459357527063,0.00413696842965101,-0.96599593473831,"No"
"PTPRVP",-0.168307037634349,3.95583833014536,-3.47278299252346,0.000913097747507406,0.00414327154009787,-0.967647546714584,"No"
"FERMT2",0.791316970666956,6.08427537904632,3.47260141746915,0.000913619523455478,0.0041445058425971,-0.968172905042261,"No"
"CRTC3",0.438652774954063,6.08898941224572,3.47221414703206,0.000914733331911305,0.00414831097745151,-0.969293347373759,"No"
"TRIM2",-0.411760184963282,5.13503876032194,-3.47213597694524,0.000914958308875047,0.00414831097745151,-0.969519497009357,"No"
"GBX2",-0.233368801090676,3.59541449923372,-3.47192071702812,0.00091557810746421,0.0041499871934611,-0.970142235832865,"No"
