"","Control1","Control10","Control11","Control12","Control13","Control14","Control15","Control16","Control17","Control2","Control3","Control4","Control5","Control6","Control7","Control8","Control9","PCOS1","PCOS10","PCOS11","PCOS12","PCOS13","PCOS14","PCOS15","PCOS16","PCOS17","PCOS18","PCOS19","PCOS2","PCOS20","PCOS21","PCOS22","PCOS23","PCOS3","PCOS4","PCOS5","PCOS6","PCOS7","PCOS8","PCOS9"
"ABCA1",12.2604027369983,9.38603237466615,10.3174299470907,10.5771024217374,10.9620629863495,11.0436558940558,10.74290156127,9.51863897197242,10.8093655202704,12.4804589100725,10.6609422428895,12.0854688406306,11.4371275780643,8.83575023751032,10.1745026681047,11.589611135026,10.3901395790836,8.8672520382245,10.38560472663,12.5812433874123,11.2109960522824,13.2671979314642,11.7300627956533,11.0326751186003,10.2324391101393,11.5216364761448,11.0639209100803,9.54066506191783,9.16124540332692,9.99242261968864,11.8424767545111,9.82046543428247,9.92695437786301,9.96362549304155,10.3843636013583,10.1250474837228,11.3496982629352,10.5636136937239,11.4721656039649,10.3186503537093
"ABCA10",7.23776537767091,8.68161004940688,7.38274221941494,7.01386336972751,6.68275713437954,7.00414678185709,6.72477703494505,6.70717109857681,6.76338344257251,6.2390249124753,6.70634403199342,6.59130000646971,6.62770487800003,7.3154654878518,6.78706293393497,6.53903948890628,6.9439224755036,6.75215866172353,7.31785966928993,6.24588325115531,7.37714121305376,6.44251736289082,6.68202984336586,6.74356494065387,6.81969034578021,6.82801530580422,7.40092098620004,6.81599859735612,6.84535737666029,7.13687725721022,6.75372143470165,7.29289553419154,7.91724384425187,7.09710574079161,7.28775559076916,6.72671665051835,7.58602075783782,6.95155257534608,6.95906877593488,7.7673017432956
"ABCA12",6.27465049406868,6.68200939034698,6.73820396007037,6.76503110071204,6.48375703224204,6.32035418066044,6.60758322529037,5.99556384112928,6.46505804870239,6.16781882549598,6.73261618969665,6.17634563530412,6.65534340546884,6.76800152888853,6.18433576243152,7.11409485743749,6.86380240401341,6.77241028576639,6.48895416152574,6.52427421540599,6.69178093561706,6.59876165972463,6.54015782935892,6.24737986268501,6.44032853800618,6.43185435826229,6.856209101566,6.52926878894299,6.67886486698736,6.45659995205749,6.75372143470165,6.16447880109694,6.98013469774133,6.49226946479849,6.67454178764531,7.0067020931304,6.61868721853969,6.87851108649172,6.6830731210087,6.78241420474041
"ABCA13",5.99556384112928,7.40837547492213,5.99556384112928,6.31958937763563,6.36535335168569,6.18334529224146,6.16027270743725,5.99556384112928,6.39285555753418,5.99556384112928,5.99556384112928,5.99556384112928,6.37868916643441,5.99556384112928,6.18433576243152,5.99556384112928,5.99556384112928,6.25033097662756,5.99556384112928,6.17267726142841,6.16116983525033,6.47801067178731,5.99556384112928,6.30377939727375,5.99556384112928,5.99556384112928,5.99556384112928,6.40990578447979,6.16788779351302,5.99556384112928,5.99556384112928,6.33281831793046,5.99556384112928,6.4641167460764,5.99556384112928,6.36406260308913,5.99556384112928,6.23496673999005,6.3655256511591,6.43025492804606
"ABCA2",11.0282236847902,10.5575052620864,9.86545274222435,10.4163176776891,10.2910338977464,10.4021557271099,10.4650429314922,10.4785946948893,10.9694489075728,10.6838887920823,10.7328836003824,10.6271974173813,10.1463706302017,10.6025379655375,10.8723906420889,10.548186754042,10.1198854525602,9.9676240271016,10.2172845857041,11.0036473252566,10.7161455580886,11.1691885854879,10.2537570900719,10.2451069961482,10.3488695112165,10.1327415025467,10.1619172672722,10.5232461067386,9.70004474293939,9.72165580098015,9.97833777958563,10.5453417140117,10.3789736902756,10.578030731931,10.4172073035769,10.9577255055937,10.4608988785724,10.5694874195683,10.4854742339156,10.7263928031232
"ABCA3",10.237005211933,10.5964966630219,11.2183842296919,10.9002537456546,10.6478888641261,11.1193801839725,10.725957847253,10.9423427432729,10.9482514841905,10.801339222787,10.9194183017934,11.2581413012055,10.837212979215,10.7442704014283,11.4248864887778,10.7322186389396,11.0468686133478,10.3179151884297,10.9732456262847,11.5806684746514,11.0229028150566,10.9930712308864,11.0106490071355,10.1906566682305,10.9502245107571,10.7983693118734,10.1934748134873,10.4226564300243,10.5975669278636,11.2166779595658,11.6069682800101,10.6123539596925,10.9221741040611,10.8950248715366,11.0807926350316,11.1256351136562,10.9920489485935,10.7203894818941,10.9246724301192,10.9956795622256
"ABCA4",6.19306150936056,7.49239519507938,5.99556384112928,6.15783180053451,5.99556384112928,6.4903097783269,6.22837119855008,5.99556384112928,6.17368688712089,5.99556384112928,5.99556384112928,6.47201240308935,6.18754821340689,5.99556384112928,5.99556384112928,5.99556384112928,6.49171073969652,5.99556384112928,5.99556384112928,6.17267726142841,5.99556384112928,6.17863957715849,5.99556384112928,5.99556384112928,5.99556384112928,6.3259045347942,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,6.78857383387546,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928,5.99556384112928
"ABCA5",10.317945356215,11.6784930168307,10.1127606911268,9.64904844101059,9.91642053722765,8.71397192394963,8.98498926693373,8.82288284823024,9.5014331550525,9.05660993097266,9.29468751994271,8.7691102821562,9.94001682694142,9.42803656611973,8.74412551229358,9.18350940272695,9.16960409494811,9.33752838950903,9.83364486806131,8.62055940696574,9.71831594604757,9.17070367082061,9.30537290054694,9.63803466332525,9.33523329163568,9.39534699465172,10.3908144523796,9.42210617822465,9.55627626378984,8.94034848191039,8.87412294709711,9.15172621400446,9.73221148003699,10.4417925935163,9.69018886292233,9.60948014723001,10.1625317918861,9.80756060473969,9.97945440368144,10.2229977415833
"ABCA6",9.94855130030631,8.41951358163283,10.0244758013362,9.14787223015013,9.73828744050471,9.17331832910877,9.11156491167399,9.22300737105662,10.1983404893063,10.6621288819441,10.0462176061949,11.9349910180759,9.44651236335668,9.42142616468632,10.1200594138922,10.4128975530048,9.39262341339763,9.3217178660062,9.86180042979742,11.4062898205295,10.5621765540136,12.3448501006571,10.3414976796212,10.0136756432502,9.73506814941672,10.738548756593,11.119620394453,9.44441196470318,9.28153310356591,10.340747283341,11.4161028034455,9.60895407866614,8.80865856936296,9.1749129821993,9.64913985803369,9.59383130380596,9.31180887627158,9.17819473242808,9.81950515026977,10.2277001661554
"ABCA7",10.3274123626928,11.9902535246199,10.2115457724306,8.99637399397772,9.1504330278516,8.88895156338263,8.27265823003236,9.1798010481376,8.59184339482909,8.9581017972126,9.07532292896566,9.4336246091438,8.54522775405913,8.90120762217773,10.2083453736998,9.08832214433915,8.6591545691942,8.43138433873774,9.11004671335828,8.6980642235981,8.31117920732709,9.89096739169058,9.24474786789292,9.19822757072651,8.93694344658366,8.45972611199675,8.99088440630567,8.51382362531943,8.17712101888173,9.29868026527716,8.74158135103385,8.19589510780406,9.41216794917657,8.66888486656084,8.37173514473344,8.81663794903664,9.89977613221336,9.22405276329992,8.68645327395319,10.0898273641017
