"","Control1","Control10","Control11","Control12","Control13","Control14","Control15","Control16","Control17","Control2","Control3","Control4","Control5","Control6","Control7","Control8","Control9","PCOS1","PCOS10","PCOS11","PCOS12","PCOS13","PCOS14","PCOS15","PCOS16","PCOS17","PCOS18","PCOS19","PCOS2","PCOS20","PCOS21","PCOS22","PCOS23","PCOS3","PCOS4","PCOS5","PCOS6","PCOS7","PCOS8","PCOS9"
"UBXN1",4363.91133394008,5761.11471592626,5580.61420068241,3143.98204629608,5148.42699856095,6393.03903994625,3927.05500262278,6608.57528302202,3418.17615936407,4749.0775751553,4244.86561254848,6617.89016034512,4805.62961383133,5648.58773906632,7072.26192953342,4265.7798682186,5087.737836473,4909.32981840417,3610.39165347847,3804.09043371111,3663.64238518247,3020.6181288065,5092.24992429054,3505.86901477188,7055.44262360474,5255.60178391289,5340.78990085695,3483.22935551972,4857.69532167102,8034.19831838366,6321.5246456489,4923.74847397116,5208.83774604642,3017.85657354476,4633.23378762198,3833.74215364404,4804.76443244622,4125.94021119506,5724.89815163603,4128.23297374646
"UBXN10",244.30239081333,1426.29539083611,73.6804808892054,62.2170695360572,194.936347673716,292.265584284708,367.146757718178,356.406864496634,47.718128720467,257.716002640259,258.922215198404,266.842319637987,105.23276526638,126.957941077025,325.9913464812,300.51026563052,102.878802909396,129.6653548136,141.288481090992,413.048543675542,207.884141773505,463.99822073969,371.683643977123,305.959663879481,208.831322240683,179.750484538494,65.4852501418789,224.325622794627,164.961135689016,166.913657195276,154.53951327133,246.931721440489,179.146459482147,157.003224439196,287.897708427215,146.485780979849,125.284342474581,136.474761573887,199.3378317353,267.498602210244
"UBXN11",2377.15806747285,1383.60956386579,299.270101389489,239.980125353363,272.910886743202,200.256048491374,207.30055027625,272.453247526315,274.622699983096,292.320978259799,320.917675175486,353.114648543502,317.961366019921,286.17568685395,301.924871237622,218.053180548975,197.184372243009,289.253483814955,125.275786567346,283.068232728693,223.875229602237,423.874206085926,260.362552587935,248.470427672827,364.690796888608,275.505415554328,444.364197391321,203.129500955765,250.631559748505,278.627522247233,175.144781707507,302.972963185848,551.029799510603,267.329814585658,298.453957736213,332.313457422856,449.485053264068,282.634828807856,267.893170691885,302.51660104504
"UBXN2A",523.334043065811,646.175104826681,798.660027416325,1455.23301603167,786.067650619416,651.644006442201,1163.04766560611,915.56963412913,967.996325472332,1399.68019808508,701.39961581915,748.362294924581,776.233085728348,1019.82608406135,1080.80352457525,1134.24301478837,820.172678749907,753.056483725141,1000.32244612422,1327.72480589411,1193.44013374425,1123.47241030541,1326.6530064728,1331.99637109315,895.427962192978,1177.61766038771,800.791058877834,1279.71585602132,1258.62612368249,1090.85303521322,946.98379521265,1150.5967445844,699.28893839238,980.209320147414,1176.54196843922,957.59847680541,870.396484560249,1203.61934884841,893.328801480419,1064.15807570184
"UBXN2B",485.012099408818,833.109588455356,594.901660512844,737.716681641821,447.826744655834,423.243864649337,751.776694375316,315.222071265911,704.0858584673,543.662380128038,390.206718679285,332.048149624713,820.362955033604,457.881098966319,414.599732605285,551.546280212113,339.119016997639,591.47350311127,554.79276908396,598.872247473629,552.113348191982,562.765026041265,517.04506909689,409.245410284656,228.186420399576,729.081404576696,533.237036869585,647.364887828589,671.692580125993,524.398025361538,642.197532927527,575.298372292202,536.203885622426,811.324770615522,675.599955775864,568.364830201812,656.094319801097,605.771844921512,483.05146526332,851.131916123504
"UBXN4",8058.38621462206,3035.10949009707,5148.53730657905,4842.42724324144,4875.51611181775,3415.17747562317,3589.04687646953,3130.04428553488,6202.38289429907,7011.15019196945,5070.2561483218,6149.41135105587,4234.20438308379,2911.70753388128,2694.35129658791,5018.88791196338,3652.19750328356,3544.85131544259,4355.45291043163,7157.5824561398,6345.09532320023,9146.21769928126,5614.8150475059,6312.12325672381,3180.34823431909,6002.32225472935,6883.43529348493,5281.36702484988,4986.20095776025,3853.47120390985,7240.17619676181,3886.98550168202,2609.36084431927,5282.94633585944,4310.7883541835,3899.03295888077,4242.08387677091,4327.57066539132,4213.51660202393,4325.69557828711
"UBXN6",4886.04781626661,10525.7361608556,7520.86686409815,5379.75648014375,7424.44057140001,10191.4091705205,6666.91890205707,13225.0707185884,6191.67066132101,8497.34282910338,7296.01472122451,10481.0847954049,5709.72616703389,10677.9953556668,13238.749245354,7582.3870681652,8318.89431303477,7659.23276625876,5775.87310699974,5903.99456834131,5479.89330804573,5284.02408363426,7498.07351092464,5614.45727157187,10408.9680519771,6272.78793707231,7270.73377289547,6737.71722952838,7988.31134980234,13597.5487979711,7403.30123854821,7080.46063676521,9906.18146295071,5686.06272293305,7011.26885923077,7438.12942735391,8185.24370833931,6534.93987355735,8871.06086098206,6901.4639370243
"UBXN7",1371.20704647678,640.287404554911,2384.15481988404,2689.0702261818,1277.0965047597,1246.99982628142,2100.47906966658,1653.72785126438,2442.3891189986,2461.50655525307,1549.88649942707,2253.11221769519,2295.8847389837,1513.08890431143,1558.85123736816,2378.42880968546,1463.16519693363,1614.83238033246,2267.20915990678,2617.89974418135,2728.58456530245,3888.94295874951,2475.74427213475,2775.07363926357,1593.2301852899,1810.10417841334,1459.38557459044,2617.72104709951,2289.40537486634,1357.6520305726,1425.19773350227,2018.3603472352,890.790326114675,2626.62151156385,1913.56010201289,1566.97932568158,1737.49601273959,2641.44699820427,1517.70973474654,2768.36735232856
"UBXN7-AS1",1.19756073928103,0,9.096355665334,5.65609723055065,1.05370998742549,1.0824651269804,0.832532330426707,3.16806101774785,4.86919680821092,0,0,6.01899969108242,0,0,0,0.916189834239391,0,1.99485161251693,3.76769282909311,1.92563423624961,0.841636201512168,2.05764177711614,0.920009019745355,0.974393834011085,1.01868937678382,0.839955535226609,0.935503573455413,0.883171743285933,0,5.25712306126855,0,0,0,8.48666078049709,6.71761319663501,0,9.8908691427301,0,0,0
"UBXN8",1754.42648304671,917.009317328069,1640.98256202625,937.296112491251,945.177858720666,1963.59174034245,978.225488251381,942.498152779987,1452.96832757014,1021.75743802958,1062.43200039157,660.083632788705,1361.23673780059,831.470450168384,854.359871147038,1081.10400440248,949.723763895072,810.907180488132,958.877825004196,962.817118124806,853.419108333338,731.491651764789,892.408749152994,931.520505314597,950.437188539305,2178.84465837782,2614.73248780788,777.191134091621,1333.35989786205,1402.33757659339,1652.71423915172,971.089642118801,1565.36940802676,1228.86848101598,1223.56526081566,1173.56037104999,1177.01342798488,1199.21693718474,1563.06172821013,1381.26550959472
