"","GSM2595136_NL_1.CEL","GSM2595137_NL_2.CEL","GSM2595138_NL_3.CEL","GSM2595139_NL_4.CEL","GSM2595140_PCOS_1.CEL","GSM2595141_PCOS_2.CEL","GSM2595142_PCOS_3.CEL","GSM2595143_PCOS_4.CEL"
"1552452_at",3.42845962349567,3.59889742248005,3.55262596232399,3.39113442406336,3.4479321613896,3.65413295444037,3.72222130405666,3.46332559858514
"1552453_a_at",5.22866770396093,5.23498456328584,4.98448173454051,5.23368232980461,5.17299814109684,4.96821411511512,5.09805124415084,5.11934919401405
"1552455_at",5.15587043500606,5.17756895519556,5.08446023407281,5.49901086468473,4.97822796721016,5.41200501134457,5.08959009793761,5.73790395234667
"1552456_a_at",6.15539174052193,5.59369651907767,5.63356512335336,5.70568034214063,5.76112596068945,5.41259544434152,5.80950006831921,5.47561427675771
"1552457_a_at",7.17396025463998,8.01822639643281,7.73872573688129,7.57343067641849,7.72386700763768,7.29471683717135,7.69507799923978,7.76851197880879
"1552458_at",4.6705402761366,4.61436429636911,4.61436429636911,4.31029244570651,5.0873553440699,4.4772164150972,4.99288600804299,4.37913139507911
"1552459_a_at",5.7229364350675,5.61641845298344,5.90282662356298,5.48282850260652,5.67795625278185,5.66341904134702,5.78490165575981,5.51697637609843
"1552461_at",3.40204765992942,3.40558336832667,3.50501104999128,3.30149660585469,3.34435036056193,3.29829511203463,3.36070478305881,3.09793005583215
"1552463_at",4.0549991313123,4.31300168837741,4.39939245677859,4.09253820924762,4.22639645898364,4.09253820924762,4.29104286048763,4.06113441629964
"1552466_x_at",2.98523988152061,2.98493775524607,2.91359317021893,3.0173956807462,2.90339508832404,2.83954048380573,2.93652298136789,2.98014988693888
"1552467_at",6.88948151092284,6.8850040265947,7.02632610302138,6.53577995386484,7.13914260077032,6.5816905547157,6.98169336062447,6.76588998046905
"1552468_a_at",5.64941265343983,6.04977357068779,6.03271747904864,5.5145413911438,5.9043701070893,5.77796672674377,6.03555464390442,5.62689222267647
"1552470_a_at",5.90226243825217,5.52225293011976,5.35902758668722,5.04085851158313,5.04772227738975,5.68076774647463,5.80303349295747,5.99707987743959
"1552472_a_at",6.91124111898916,7.19974759339588,7.16550327829794,7.412809763588,6.91606565186412,7.4992797224127,6.47107550002163,7.15709170886449
"1552473_at",8.93869914668418,8.73195209781334,8.97461264580334,8.60124732371243,9.13898422935078,8.61669222755947,8.86047910365692,8.55353781420554
"1552474_a_at",9.51403018542293,9.4370678962458,9.76688437669771,9.13986156134755,9.93424347846919,9.07856003017369,9.39714608487506,9.12457662349782
"1552476_s_at",7.31996719785082,6.97576462680901,6.98965986357023,7.0205937895088,7.02442508787159,7.2902800323675,6.9790345394199,6.78473701817308
"1552477_a_at",3.72639312902916,3.77668098534719,3.86062680650075,4.04316982016479,3.5111565694787,4.97450440268644,3.8052694838385,3.57640570975207
"1552478_a_at",3.73606476692645,3.90110159996047,3.85563318734453,3.71938826799047,3.79393819610281,3.46876462141451,3.77011993459918,3.48571213667345
"1552480_s_at",2.79009686749415,2.66589867969829,2.66559613566987,2.64306919746981,2.82290621457048,2.5386851178218,2.52975744089927,2.5753127630677
"1552481_s_at",5.80016986510214,5.90765570896778,6.27158687845086,5.73418565270208,5.68028805031228,6.28527349014583,5.4066087191244,6.10456628468198
"1552482_at",3.29247486969836,3.45402239361817,3.49952540439681,3.45145017022069,3.49046241935232,3.2662593503637,3.2168389119068,3.37407720167283
"1552484_at",6.26577439113824,6.31319964194052,6.23781305780832,6.21147112567779,6.2421570992125,6.17213589680073,6.35238410588943,5.95667898300483
"1552485_at",8.87933879278313,9.0380618556104,8.64668821599156,9.50604405232725,8.80598496827321,9.29719707735675,8.60296667569699,9.16207746662982
"1552486_s_at",8.18431441347705,8.60556595484503,8.07922189292214,9.39859603021908,8.11044274461673,9.071640357693,7.88918673063967,8.90942232664906
"1552487_a_at",7.14258897412488,6.02576716383497,6.86018043059516,6.96025304991889,7.18267576637527,7.43807536489977,7.52179577473575,7.81225902406067
"1552489_s_at",6.43208207327487,6.49830409491777,6.11339296340319,5.24489738259618,6.7134665356456,5.38660608458187,6.10645917855358,6.06938716684671
"1552490_at",4.08548477442736,4.36065261963859,4.3280883085635,4.7556234742525,4.18316558740141,4.34144299963623,4.13381435515306,4.64971210426405
"1552491_at",5.8181760745143,5.76101201400523,5.90134748944538,5.75678592199379,5.89985132305516,5.63020088956467,5.90652103530864,5.67361450706271
"1552493_s_at",5.94814091343563,5.92805798470282,6.0292650889773,5.77347621186999,5.78202379992673,5.80954827164669,6.13475341644082,5.8156122195003
"1552494_at",4.96934462405798,5.07642148647731,4.98943604006372,4.87077747177526,5.18305569530109,4.91303901370601,5.1553511457748,4.98171881904122
"1552496_a_at",4.82711663035364,4.99546522498058,4.83375621039447,4.79439759980269,4.8840985659788,4.78250049614261,4.86979503096584,4.78009406478973
"1552497_a_at",5.67208759383017,5.49283248967682,5.71456010072396,5.36940564337899,5.37622775105886,5.06019683359725,5.42241939147458,5.16531195691763
"1552498_at",5.37340185484816,5.53541975138933,5.36452501323609,5.48026670914657,5.41280131111474,5.37771985807353,5.71236292378254,5.39016114907562
"1552499_a_at",5.38607671021837,5.14205382426467,5.34037703596798,4.87026179008951,5.29998288625673,4.99405493963158,5.0863404928837,5.35234776315126
"1552501_a_at",6.75262003414036,6.67688312421346,6.85210293065638,6.48218173663248,6.87839840941561,6.62765941740616,6.94977275487188,6.54286398359123
"1552502_s_at",4.50327136223517,4.41370817864643,4.35713165332943,4.81636094075012,4.58289188310246,4.98758605251211,4.46604406496094,4.49804858043773
"1552503_at",5.76196878853066,6.14685732121616,6.09038842375963,6.07354579920544,6.26065658085771,6.06566236667963,6.06192840263606,5.82064915556835
"1552504_a_at",5.70663347572758,6.01779136645092,5.91077423429868,6.10125791336785,6.02104140862698,5.63020088956467,6.03066605134239,5.5645260882684
"1552506_at",4.19980391827839,4.47299394964338,4.61264347592103,4.36334832022424,4.69857058965915,4.37328256708627,4.5055151975217,4.43012450677469
"1552507_at",4.74097154477122,5.46626690628481,5.28242591429598,5.1334507216064,5.27306458928002,5.23867905878966,5.26846727747003,5.1297603224262
"1552508_at",6.34654565233823,6.82149927497239,5.80389797264329,6.97541571559604,6.14570285845738,6.66988058239661,6.05763634681068,7.26180201302883
"1552509_a_at",3.79556724624657,3.97958988632147,3.87724372185553,3.77944428631687,3.89954054396759,3.6853659477477,4.03469987654484,3.8281956688125
"1552510_at",9.25328654101156,9.20188703417989,9.24957415973972,8.7681704841948,9.26285071355333,9.049261141929,9.37998117352132,8.96688682852772
"1552511_a_at",3.02755744890328,3.28073650289416,3.14205753047882,3.06895070560636,3.33259719419874,3.27626201094564,3.1262266861184,2.84383170950703
"1552514_at",3.54847740466823,3.53885795402751,3.67896947015243,3.58408194171786,3.76488103196421,3.59740892797987,3.63450808570889,3.61257371007922
"1552515_at",4.95382866089116,4.53391620278055,4.78650081519626,4.70283955141982,4.5713467926353,4.87217138499787,4.83593030366063,4.75226903988419
"1552516_a_at",4.83593030366063,4.7864389995802,4.93090442413315,4.89138703168662,4.95826551573183,4.67605176508658,5.18489549186512,4.46113278257529
