"","GSM2595136","GSM2595137","GSM2595138","GSM2595139","GSM2595140","GSM2595141","GSM2595142","GSM2595143"
"CLIP1",7.39549413373104,7.39549413373104,8.06238080974628,8.06238080974628,7.39841479731878,7.39841479731878,8.35018964392839,8.35018964392839
"ZNF765",7.62497806227382,7.62497806227382,7.56698094698637,7.56698094698637,7.46315684147811,7.46315684147811,8.08805751163548,8.08805751163548
"CEP164",7.89074619585266,7.89074619585266,7.7490063216372,7.7490063216372,8.07123486624629,8.07123486624629,7.8165183162715,7.8165183162715
"SNORA78",7.00557237325661,7.00557237325661,7.0088448396354,7.0088448396354,7.08881266926965,7.08881266926965,6.8604323590574,6.8604323590574
"IFT80",8.26222970334977,8.26222970334977,9.08245160544697,9.08245160544697,7.91750441716451,7.91750441716451,9.75351221009059,9.75351221009059
"MFGE8",7.67644103510151,7.67644103510151,7.96529869868007,7.96529869868007,7.70278172161287,7.70278172161287,7.90215343214517,7.90215343214517
"FAT3",6.61607897122325,6.61607897122325,6.63618333883348,6.63618333883348,7.39231545779401,7.39231545779401,5.96763779862081,5.96763779862081
"HCG18",7.07813185646117,7.07813185646117,6.93744764246817,6.93744764246817,7.01431478448684,7.01431478448684,6.92599038807426,6.92599038807426
"RPL32P3",6.83419449799881,6.83419449799881,6.78304870343836,6.78304870343836,6.9078951359813,6.9078951359813,6.82810658312436,6.82810658312436
"UBALD1",6.4872506106615,6.4872506106615,6.41879845850322,6.41879845850322,6.46904438565333,6.46904438565333,6.39064815144211,6.39064815144211
"MAP3K11",7.10614601068359,7.10614601068359,6.91310359455757,6.91310359455757,7.10686199845668,7.10686199845668,6.70404611554778,6.70404611554778
"MORF4L2-AS1",6.33139767114524,6.33139767114524,6.19025830253816,6.19025830253816,6.22461480870007,6.22461480870007,5.96929258223229,5.96929258223229
"CCDC163",6.6884241327552,6.6884241327552,6.98695448821707,6.98695448821707,7.02181769514283,7.02181769514283,6.71377553907885,6.71377553907885
"EFCAB14",8.31280073151828,8.31280073151828,8.30516514755396,8.30516514755396,8.23408670198405,8.23408670198405,8.35801515175149,8.35801515175149
"CYP4F35P",5.84293683491167,5.84293683491167,5.87414175008802,5.87414175008802,5.99354554519413,5.99354554519413,5.57837184914007,5.57837184914007
"EXOSC10",7.49087428676853,7.49087428676853,7.27065092275596,7.27065092275596,7.38304478035249,7.38304478035249,7.34167628088572,7.34167628088572
"BAHCC1",6.77596969131888,6.77596969131888,6.77698442547298,6.77698442547298,6.81284644564993,6.81284644564993,6.72280188081969,6.72280188081969
"PAK2",8.18972009226968,8.18972009226968,8.16791365228694,8.16791365228694,8.12267333452183,8.12267333452183,7.82524121501309,7.82524121501309
"FNIP1",7.14961439228353,7.14961439228353,7.3398799400582,7.3398799400582,7.44859276532909,7.44859276532909,7.33810033977615,7.33810033977615
"NUP153-AS1",7.16267667031603,7.16267667031603,6.88975235066178,6.88975235066178,6.9335141128279,6.9335141128279,6.86847237931978,6.86847237931978
"ELFN2",6.30851121173214,6.30851121173214,6.16918123927881,6.16918123927881,6.40023935543933,6.40023935543933,5.96535583078026,5.96535583078026
"ABI3BP",9.10871689213223,9.10871689213223,10.075905431338,10.075905431338,8.61103001264328,8.61103001264328,8.90068063251396,8.90068063251396
"BCL11A",5.94861287470026,5.94861287470026,5.84212287377134,5.84212287377134,6.17201411431134,6.17201411431134,5.98099128413417,5.98099128413417
"LOC284600",6.15834000298994,6.15834000298994,6.19859834601847,6.19859834601847,6.53501001751329,6.53501001751329,6.59101115588172,6.59101115588172
"SLC9A5",6.30384487116495,6.30384487116495,6.41534858175274,6.41534858175274,6.35463323589347,6.35463323589347,6.39439838429413,6.39439838429413
"OPRD1",6.03378772249691,6.03378772249691,6.00701081505437,6.00701081505437,5.94049074425811,5.94049074425811,5.85988420165136,5.85988420165136
"RRP12",6.76091866481537,6.76091866481537,6.73191653407401,6.73191653407401,6.90992902907543,6.90992902907543,6.66207325747111,6.66207325747111
"TMEM80",7.39340127328394,7.39340127328394,7.32158015991716,7.32158015991716,7.33338763859774,7.33338763859774,7.49575824859482,7.49575824859482
"EOLA1-DT",6.11803549658795,6.11803549658795,6.27025403050118,6.27025403050118,6.41574850798149,6.41574850798149,5.95617790616591,5.95617790616591
"FAM87A",6.89958497480751,6.89958497480751,7.29848403299165,7.29848403299165,6.9959839274633,6.9959839274633,7.19569051704632,7.19569051704632
"CEP68",6.91915753250093,6.91915753250093,7.16213169039448,7.16213169039448,6.93362841269568,6.93362841269568,7.20205850560933,7.20205850560933
"MPV17L",7.70134883901424,7.70134883901424,7.79733167957214,7.79733167957214,7.75655722135177,7.75655722135177,7.45810960401748,7.45810960401748
"RDH13",6.72171474713651,6.72171474713651,6.85203330360631,6.85203330360631,6.61342867934998,6.61342867934998,6.65256900900709,6.65256900900709
"KRAS",8.38433974126132,8.38433974126132,8.52591377229547,8.52591377229547,8.19794506935908,8.19794506935908,8.63192863527655,8.63192863527655
"LINC02273",5.97405364279679,5.97405364279679,5.88169716614122,5.88169716614122,6.23554763070359,6.23554763070359,5.87541510414189,5.87541510414189
"NFYC",7.6877840031831,7.6877840031831,7.60076448681031,7.60076448681031,7.70670972019068,7.70670972019068,7.61205150362484,7.61205150362484
"TWF2-DT",6.39274632968608,6.39274632968608,6.20444152379057,6.20444152379057,6.67964569158061,6.67964569158061,6.48834713470104,6.48834713470104
"LCE1E",6.95993423902761,6.95993423902761,7.08916606904362,7.08916606904362,6.99336433674147,6.99336433674147,6.74747974456931,6.74747974456931
"VHL",7.25664628984906,7.25664628984906,7.21679035673348,7.21679035673348,6.83611943780147,6.83611943780147,6.98943241052564,6.98943241052564
"PKD1L2",5.82046766340868,5.82046766340868,6.09478632999856,6.09478632999856,6.26731734210778,6.26731734210778,6.02299662690436,6.02299662690436
"USP32P2",6.96303296924045,6.96303296924045,7.33245188029007,7.33245188029007,7.17728029745256,7.17728029745256,7.81088620312784,7.81088620312784
"DIO3OS",5.85757947608588,5.85757947608588,5.48904558772504,5.48904558772504,6.08074772354368,6.08074772354368,5.8191487418318,5.8191487418318
"TTLL11",6.29597691044999,6.29597691044999,6.17392734842969,6.17392734842969,6.29321355117993,6.29321355117993,6.15741499734371,6.15741499734371
"MILIP",7.93899209346054,7.93899209346054,7.36457497618174,7.36457497618174,7.41575206688856,7.41575206688856,7.27869989284541,7.27869989284541
"ATP1A1-AS1",6.03583211244939,6.03583211244939,6.12200443118743,6.12200443118743,6.02632435582319,6.02632435582319,6.06021038863516,6.06021038863516
"SMIM7",8.66808685707899,8.66808685707899,8.73048382022406,8.73048382022406,8.67783263657523,8.67783263657523,8.84988093315192,8.84988093315192
"LYNX1",7.63324051464373,7.63324051464373,7.65402773151069,7.65402773151069,7.80989981431988,7.80989981431988,7.13684359316643,7.13684359316643
"ALDH1L2",8.39849013459134,8.39849013459134,8.2483484081323,8.2483484081323,7.69598683682418,7.69598683682418,8.69463300172039,8.69463300172039
"ZCCHC10",7.91444736460715,7.91444736460715,7.86885211804502,7.86885211804502,7.67287489395692,7.67287489395692,8.19304650272721,8.19304650272721
"MIR9-1HG",6.55079053586333,6.55079053586333,6.4988158095916,6.4988158095916,6.53410508988729,6.53410508988729,6.3884301974272,6.3884301974272
"TRPV6",6.59483714951448,6.59483714951448,6.40949837079097,6.40949837079097,6.78033931264747,6.78033931264747,6.62268580201152,6.62268580201152
"ACKR2",5.92838922385468,5.92838922385468,5.86376884882456,5.86376884882456,5.90459238149985,5.90459238149985,5.71612216764357,5.71612216764357
"IL21R-AS1",6.60135607199897,6.60135607199897,6.66044773147348,6.66044773147348,6.6293407300462,6.6293407300462,6.57949470044819,6.57949470044819
"SMC2",6.66743878244645,6.66743878244645,7.10041477641317,7.10041477641317,6.55189733889183,6.55189733889183,7.01196125442534,7.01196125442534
"ZNF254",6.38235220735564,6.38235220735564,6.22359568107691,6.22359568107691,6.65630056837741,6.65630056837741,6.29707858889905,6.29707858889905
"CEP72",7.0753014268563,7.0753014268563,6.9502350175487,6.9502350175487,6.82676886200719,6.82676886200719,6.56828283338803,6.56828283338803
"D21S2088E",5.95772485442183,5.95772485442183,5.7266907690165,5.7266907690165,5.99965848864985,5.99965848864985,5.63256096340106,5.63256096340106
"MEIS1",7.5838181205897,7.5838181205897,7.71939178757018,7.71939178757018,7.48872560437188,7.48872560437188,7.81281984214904,7.81281984214904
"LINC01366",6.72230989732044,6.72230989732044,6.93991220415851,6.93991220415851,7.09359690775627,7.09359690775627,6.83044690197672,6.83044690197672
"SLC35G2",7.69365967970715,7.69365967970715,7.43811602288656,7.43811602288656,7.15000204012283,7.15000204012283,7.33926575403033,7.33926575403033
"CBR3-AS1",6.41661551087789,6.41661551087789,6.63730916010667,6.63730916010667,6.59994204547188,6.59994204547188,6.50869225552773,6.50869225552773
"LRRC25",5.66655855188402,5.66655855188402,5.72965818378228,5.72965818378228,5.95761927306603,5.95761927306603,5.88397318882809,5.88397318882809
"LOC100505918",6.7121047302619,6.7121047302619,6.50389459115528,6.50389459115528,6.52863125798726,6.52863125798726,6.5605020045084,6.5605020045084
"ARIH2OS",5.78210548205531,5.78210548205531,5.87729075424586,5.87729075424586,5.81660108956746,5.81660108956746,5.64029702400913,5.64029702400913
"RNF130",6.99501580766997,6.99501580766997,6.96244924591363,6.96244924591363,7.10516347573825,7.10516347573825,6.80620762018293,6.80620762018293
"FBH1",7.67911807114325,7.67911807114325,7.58817188366491,7.58817188366491,7.74255113956196,7.74255113956196,7.7059977955753,7.7059977955753
"RHOQ",9.55598323482515,9.55598323482515,9.89543142034785,9.89543142034785,9.75840328122091,9.75840328122091,10.2594163773204,10.2594163773204
"CHDH",6.31908954827809,6.31908954827809,6.2649384049452,6.2649384049452,6.3669170225871,6.3669170225871,6.33428154668411,6.33428154668411
"HIC2",6.49676476833945,6.49676476833945,6.46609947442228,6.46609947442228,6.50410285479852,6.50410285479852,6.58603273329513,6.58603273329513
"LINC01936",6.02074265624951,6.02074265624951,6.12687728612603,6.12687728612603,6.34182587994722,6.34182587994722,6.34384050583988,6.34384050583988
"GOLM2",8.98593104281009,8.98593104281009,8.99680527551273,8.99680527551273,8.96594303151496,8.96594303151496,9.06615636221111,9.06615636221111
"PIK3CD-AS1",7.66125373982715,7.66125373982715,7.43874560648902,7.43874560648902,7.72129291608269,7.72129291608269,7.52727623735344,7.52727623735344
"LINC02846",6.66677829732981,6.66677829732981,6.451180780668,6.451180780668,6.88716976236911,6.88716976236911,6.83058451432521,6.83058451432521
"TRIM16L",8.5427970021327,8.5427970021327,8.27251371554952,8.27251371554952,8.51878194989506,8.51878194989506,8.3489185598356,8.3489185598356
"TMEM221",6.27190652113964,6.27190652113964,6.36584402313356,6.36584402313356,6.5110998408034,6.5110998408034,6.22576234229954,6.22576234229954
"NDST2",8.1724864903717,8.1724864903717,7.86080493620863,7.86080493620863,7.79292646345436,7.79292646345436,7.99548246396211,7.99548246396211
"PHKA2",6.38444650746822,6.38444650746822,6.17648004074556,6.17648004074556,6.24071252441655,6.24071252441655,6.40309543803322,6.40309543803322
"LINC01968",6.13868134644214,6.13868134644214,6.08034764546441,6.08034764546441,6.05464011264454,6.05464011264454,6.06669921506711,6.06669921506711
"INO80C",8.17882059850684,8.17882059850684,7.99639756222385,7.99639756222385,8.22672652178153,8.22672652178153,7.92456475077077,7.92456475077077
"ZBTB40",6.94441257320463,6.94441257320463,6.99394049982467,6.99394049982467,7.09934386139417,7.09934386139417,6.84367931512945,6.84367931512945
"ADAMTSL3",6.74096969020882,6.74096969020882,6.45609292852331,6.45609292852331,6.81288615593964,6.81288615593964,6.56026867202589,6.56026867202589
"LTB",6.22740383962513,6.22740383962513,6.09370523758587,6.09370523758587,6.39310622876119,6.39310622876119,6.14180160039423,6.14180160039423
"NALT1",7.18790216718987,7.18790216718987,7.47792616133895,7.47792616133895,7.26762144711709,7.26762144711709,7.23488752735045,7.23488752735045
"ALDH1L1-AS2",6.3820331733878,6.3820331733878,6.18073816965049,6.18073816965049,6.36289487746423,6.36289487746423,6.29194220315871,6.29194220315871
"EBF3",7.63556887303074,7.63556887303074,8.23782786067848,8.23782786067848,7.70719257654217,7.70719257654217,7.31921787504967,7.31921787504967
"SLC38A4-AS1",6.39073660999569,6.39073660999569,6.39979715002047,6.39979715002047,6.5309085808865,6.5309085808865,6.52634458884532,6.52634458884532
"MTDH",9.62675113835754,9.62675113835754,9.70453442370126,9.70453442370126,9.81933560601466,9.81933560601466,9.81313324909783,9.81313324909783
"LINC00960",9.84179433185966,9.84179433185966,8.21987650042906,8.21987650042906,9.66907756163659,9.66907756163659,8.15038682332294,8.15038682332294
"LCN6",5.65149796313426,5.65149796313426,5.63383731077726,5.63383731077726,5.92335516108522,5.92335516108522,5.83757830281746,5.83757830281746
"TDH-AS1",6.65001304849381,6.65001304849381,6.78257701261801,6.78257701261801,7.20159542442206,7.20159542442206,6.52940063903844,6.52940063903844
"TIMM17B",8.07116487358753,8.07116487358753,8.03949229750674,8.03949229750674,8.18397627314979,8.18397627314979,7.87447475822979,7.87447475822979
"PECAM1",6.40401930889797,6.40401930889797,6.42048551328367,6.42048551328367,6.54142340505183,6.54142340505183,6.1755805683083,6.1755805683083
"SLC38A2-AS1",6.73379953414589,6.73379953414589,6.68514593358901,6.68514593358901,6.73000589092114,6.73000589092114,6.48743463509478,6.48743463509478
"MDFIC",9.06976515443104,9.06976515443104,9.0624431409488,9.0624431409488,8.79280974092876,8.79280974092876,8.99511641594282,8.99511641594282
"RUVBL2",9.73906819354635,9.73906819354635,9.3927978368802,9.3927978368802,9.56043983342379,9.56043983342379,9.1587745905589,9.1587745905589
"DDX42",7.90849962277057,7.90849962277057,8.14989067200943,8.14989067200943,7.83224321084749,7.83224321084749,7.92727156739884,7.92727156739884
"LINC00205",6.78278285734292,6.78278285734292,6.69528945092989,6.69528945092989,6.99934748390663,6.99934748390663,7.2227998090281,7.2227998090281
"ZFHX4-AS1",6.20380767743483,6.20380767743483,7.47899877700509,7.47899877700509,6.52892295748874,6.52892295748874,6.98078696500546,6.98078696500546
"SLC25A34",6.3439794805391,6.3439794805391,6.38066089600104,6.38066089600104,6.73008166429471,6.73008166429471,6.44203575805756,6.44203575805756
"TPM4",9.08388682473104,9.08388682473104,9.12526339650026,9.12526339650026,8.89503069510784,8.89503069510784,9.13990365535319,9.13990365535319
"SFXN3",8.5630477578429,8.5630477578429,8.45411493663775,8.45411493663775,8.59988580851238,8.59988580851238,7.99985605218995,7.99985605218995
"MIR550A3HG",6.92552039154386,6.92552039154386,7.13414225337648,7.13414225337648,6.82398850422386,6.82398850422386,7.35096011948534,7.35096011948534
"TMTC3",7.97490992023278,7.97490992023278,8.35797378343053,8.35797378343053,8.26615378931105,8.26615378931105,8.56951308199055,8.56951308199055
"RTP5",6.68677412018698,6.68677412018698,6.86627217671362,6.86627217671362,7.12133816634416,7.12133816634416,6.77479520648444,6.77479520648444
"VPS37C",8.62454981278952,8.62454981278952,8.52008310487573,8.52008310487573,8.64991871438224,8.64991871438224,8.49700679612251,8.49700679612251
"LOC729870",6.11562054890046,6.11562054890046,6.1803279840416,6.1803279840416,6.17307093796711,6.17307093796711,6.08700271053073,6.08700271053073
"PRKCA",7.70536264916178,7.70536264916178,7.59726075025916,7.59726075025916,7.47171678264461,7.47171678264461,7.37885925205116,7.37885925205116
"RAD51-AS1",6.25798606906065,6.25798606906065,6.42743695353226,6.42743695353226,6.32428176813692,6.32428176813692,6.39708991291118,6.39708991291118
"SLC25A25-AS1",6.60434410031782,6.60434410031782,6.66875397602335,6.66875397602335,6.7896038720956,6.7896038720956,6.90622522334803,6.90622522334803
"FHAD1",6.66127447748002,6.66127447748002,6.62169622948504,6.62169622948504,6.92025864396762,6.92025864396762,6.48516903807279,6.48516903807279
"DLX1",6.42883474452073,6.42883474452073,6.40987178800559,6.40987178800559,6.24295719246213,6.24295719246213,5.94536752325768,5.94536752325768
"KIAA1217",6.47872105094634,6.47872105094634,6.45033904659542,6.45033904659542,6.50108250028699,6.50108250028699,6.06719946506916,6.06719946506916
"NEDD1",9.03413832663978,9.03413832663978,9.08168170354002,9.08168170354002,8.38641394617389,8.38641394617389,9.39537631733811,9.39537631733811
"ARL5C",6.32431028777655,6.32431028777655,6.35364679049608,6.35364679049608,6.52139580921041,6.52139580921041,6.50800654811367,6.50800654811367
"LINC00523",7.4364776802372,7.4364776802372,7.14757325646128,7.14757325646128,7.40933091065711,7.40933091065711,7.05498556170003,7.05498556170003
"HCP5B",6.48947045601558,6.48947045601558,6.57757007106647,6.57757007106647,6.70516426688758,6.70516426688758,6.18621052892118,6.18621052892118
"TMEM44",6.6355536201404,6.6355536201404,6.61272890211453,6.61272890211453,6.75357894209979,6.75357894209979,7.01107615659078,7.01107615659078
"LINC02874",6.10499685765056,6.10499685765056,5.66388774986392,5.66388774986392,6.02757708499879,6.02757708499879,5.93581844057778,5.93581844057778
"LINC02685",6.53061576126848,6.53061576126848,6.3216534657158,6.3216534657158,6.77680588479243,6.77680588479243,6.37909314767357,6.37909314767357
"TMEM95",6.69241562904114,6.69241562904114,6.71941353402385,6.71941353402385,7.15032318134489,7.15032318134489,6.6237410183146,6.6237410183146
"TMCO4",7.35684291542137,7.35684291542137,7.13605792715303,7.13605792715303,7.0883136824043,7.0883136824043,7.01297538322433,7.01297538322433
"DMRTC1",7.44185184284354,7.44185184284354,7.43656981473006,7.43656981473006,7.68922991400818,7.68922991400818,7.41614431093716,7.41614431093716
"C1RL-AS1",5.96617227115958,5.96617227115958,6.12708022975208,6.12708022975208,6.27233315558949,6.27233315558949,6.27309678107558,6.27309678107558
"GAB1",6.36999080549916,6.36999080549916,6.45316363040535,6.45316363040535,6.13165078511569,6.13165078511569,6.30909252767614,6.30909252767614
"LOC101928251",5.64076886963207,5.64076886963207,5.9384047889127,5.9384047889127,5.86826498963619,5.86826498963619,5.77163377777919,5.77163377777919
"NKPD1",6.21000568235168,6.21000568235168,5.94902925745738,5.94902925745738,6.28781765607697,6.28781765607697,5.7046717105417,5.7046717105417
"CLTA",9.9365780874886,9.9365780874886,9.83941605447398,9.83941605447398,10.1165325242429,10.1165325242429,10.0459768883649,10.0459768883649
"LINGO3",8.43614875640949,8.43614875640949,8.29201828605244,8.29201828605244,8.56600802826295,8.56600802826295,8.22686254883884,8.22686254883884
"ARHGEF1",7.56585073284055,7.56585073284055,7.26040621756917,7.26040621756917,7.30635726752985,7.30635726752985,7.39120875279684,7.39120875279684
"PKN3",6.69359957060324,6.69359957060324,6.5303743138209,6.5303743138209,6.70283123375429,6.70283123375429,6.45257375076254,6.45257375076254
"PLIN5",6.44321288331549,6.44321288331549,6.40113666806316,6.40113666806316,6.63490940458713,6.63490940458713,6.62532422255856,6.62532422255856
"LINC00705",6.08975214802082,6.08975214802082,6.47055260930178,6.47055260930178,6.60766516650354,6.60766516650354,6.23690726695415,6.23690726695415
"SAMD11",8.76463375395799,8.76463375395799,8.67910032292454,8.67910032292454,8.56038425296863,8.56038425296863,8.52858455659114,8.52858455659114
"HIVEP1",6.84230205571247,6.84230205571247,6.94139250610118,6.94139250610118,6.50569677931972,6.50569677931972,7.25148314807991,7.25148314807991
"LCNL1",6.17887009751889,6.17887009751889,6.09232957103264,6.09232957103264,6.15847738829064,6.15847738829064,6.01014110155969,6.01014110155969
"MRGPRF-AS1",7.86866787683417,7.86866787683417,7.73478559700882,7.73478559700882,7.84195190579852,7.84195190579852,7.7016848641887,7.7016848641887
"LINC01644",6.80718043923401,6.80718043923401,6.37779251802082,6.37779251802082,6.81185819062851,6.81185819062851,6.43501185376576,6.43501185376576
"LOC101927143",7.98608042349115,7.98608042349115,7.82556132157526,7.82556132157526,8.06970995213671,8.06970995213671,7.8088782910119,7.8088782910119
"ZNF677",7.76905867481978,7.76905867481978,7.67111703882712,7.67111703882712,7.92209201839934,7.92209201839934,7.47736725706552,7.47736725706552
"SLC16A1-AS1",6.35860275464466,6.35860275464466,6.43993795453952,6.43993795453952,6.59235420938582,6.59235420938582,6.48649904895173,6.48649904895173
"PRDX5",12.8752376537321,12.8752376537321,12.5084810265145,12.5084810265145,12.5937416505507,12.5937416505507,12.4893484099633,12.4893484099633
"KCNK15",6.64861964102156,6.64861964102156,6.23477133794444,6.23477133794444,6.28350990140096,6.28350990140096,6.28812231454209,6.28812231454209
"CATIP-AS1",6.42883474452073,6.42883474452073,6.47014429152712,6.47014429152712,6.52824850805799,6.52824850805799,6.41199113390072,6.41199113390072
"TSPYL1",8.9114199411549,8.9114199411549,9.07639058527569,9.07639058527569,8.98183142807654,8.98183142807654,8.83154783283888,8.83154783283888
"ITGAD",6.64551160270926,6.64551160270926,6.58232642271497,6.58232642271497,6.78663994678326,6.78663994678326,6.4118431210481,6.4118431210481
"SFT2D1",9.14936735559907,9.14936735559907,9.12832111393741,9.12832111393741,8.89918370178468,8.89918370178468,9.36620572478767,9.36620572478767
"HCG22",5.8009959241086,5.8009959241086,5.85444267395121,5.85444267395121,6.09762310851965,6.09762310851965,6.1945675884094,6.1945675884094
"IER5",8.4413018683251,8.4413018683251,8.45224708486807,8.45224708486807,8.85097431605267,8.85097431605267,8.1985691430942,8.1985691430942
"PRSS40A",5.69981488567227,5.69981488567227,5.62397723970818,5.62397723970818,5.74868020780783,5.74868020780783,5.79026193566277,5.79026193566277
"LOC101929398",7.18490138406042,7.18490138406042,6.9437007584435,6.9437007584435,6.1363713923503,6.1363713923503,6.66527731849435,6.66527731849435
"MINDY2-DT",6.25792211279597,6.25792211279597,6.07207011589862,6.07207011589862,5.60241626728853,5.60241626728853,6.04501339373697,6.04501339373697
"C19orf84",6.82685982067705,6.82685982067705,7.10825591012407,7.10825591012407,7.13906212386541,7.13906212386541,6.8900932623918,6.8900932623918
"ZNF826P",7.14990159728475,7.14990159728475,6.44129587493631,6.44129587493631,6.84697146007548,6.84697146007548,6.68970503927621,6.68970503927621
"ARHGAP26-AS1",5.70164303796689,5.70164303796689,5.82470048833074,5.82470048833074,5.86748151761752,5.86748151761752,5.89273375686831,5.89273375686831
"SYT15",7.51819873216394,7.51819873216394,7.06359133411038,7.06359133411038,7.10312008801789,7.10312008801789,7.09501506641925,7.09501506641925
"TLX1NB",6.22101571962599,6.22101571962599,6.10950680443769,6.10950680443769,6.23385385886239,6.23385385886239,6.11541634454856,6.11541634454856
"KRTAP10-11",6.54947404734996,6.54947404734996,6.55570067469587,6.55570067469587,6.61328610449005,6.61328610449005,6.41186783311479,6.41186783311479
"PPIL6",5.82337731521715,5.82337731521715,6.14818766386679,6.14818766386679,6.19363677002879,6.19363677002879,6.04665699469903,6.04665699469903
"LINC02171",6.91497234803564,6.91497234803564,6.74527675168807,6.74527675168807,7.33350128581825,7.33350128581825,6.80346848416424,6.80346848416424
"DPY19L1",8.23660285275792,8.23660285275792,8.23037134718253,8.23037134718253,7.61105336952841,7.61105336952841,8.05819605324609,8.05819605324609
"ZNF169",6.17020729215611,6.17020729215611,6.27876970303223,6.27876970303223,6.40136313295111,6.40136313295111,6.29251977020061,6.29251977020061
"PCOLCE-AS1",6.95721745475027,6.95721745475027,7.09133966833149,7.09133966833149,7.0067580823165,7.0067580823165,7.04963924009713,7.04963924009713
"PGD",7.40604029974457,7.40604029974457,7.25006150379677,7.25006150379677,7.19525459010881,7.19525459010881,7.27820825517105,7.27820825517105
"PPARA",6.96341253015458,6.96341253015458,6.9099906028948,6.9099906028948,7.03508626734408,7.03508626734408,6.8449402262444,6.8449402262444
"LINC01425",6.21000568235168,6.21000568235168,6.12278518326246,6.12278518326246,6.19038444046672,6.19038444046672,5.79858885703281,5.79858885703281
"LINC01703",6.09039174296666,6.09039174296666,6.03548633941873,6.03548633941873,6.07284361498043,6.07284361498043,5.71775085888945,5.71775085888945
"ZNF81",6.38607094153036,6.38607094153036,6.38741996346882,6.38741996346882,6.34330999096313,6.34330999096313,6.60048227472428,6.60048227472428
"TNRC6C",6.32453884210003,6.32453884210003,6.21344495731469,6.21344495731469,6.33382760494353,6.33382760494353,6.24425292797196,6.24425292797196
"LINC01732",6.36277866899403,6.36277866899403,6.22533942966425,6.22533942966425,6.18927967294,6.18927967294,6.32222523396881,6.32222523396881
"LOC101929752",5.9195390248141,5.9195390248141,6.20724414684707,6.20724414684707,6.17702526550928,6.17702526550928,5.88219248434101,5.88219248434101
"LINC02226",6.08221306228303,6.08221306228303,6.42795116340715,6.42795116340715,6.31669931430519,6.31669931430519,6.06490201096365,6.06490201096365
"NID1",7.59149497242742,7.59149497242742,7.70040313066823,7.70040313066823,7.59870080411893,7.59870080411893,7.72095516869357,7.72095516869357
"LOC153910",5.81450920297617,5.81450920297617,5.89679868039355,5.89679868039355,5.97833873843574,5.97833873843574,5.64348990703355,5.64348990703355
"SLC22A25",8.07014541505601,8.07014541505601,7.82911614818516,7.82911614818516,7.79857810439292,7.79857810439292,7.96089007671049,7.96089007671049
"LOC101929488",6.13011142740308,6.13011142740308,6.08551208637815,6.08551208637815,6.48823834882991,6.48823834882991,5.98330305080325,5.98330305080325
"LOC101928985",6.84399495142503,6.84399495142503,6.57385994382013,6.57385994382013,6.8149599845777,6.8149599845777,6.75009979152017,6.75009979152017
"RAD51B",6.23069072093904,6.23069072093904,6.21896148836275,6.21896148836275,6.25309914561252,6.25309914561252,5.73724312253315,5.73724312253315
"ADARB2-AS1",7.25498113341164,7.25498113341164,7.21749047308682,7.21749047308682,7.36730779403672,7.36730779403672,7.02268223430831,7.02268223430831
"GOLGA6L6",6.07861417432105,6.07861417432105,5.94921953044612,5.94921953044612,6.46086561363692,6.46086561363692,5.79562376714906,5.79562376714906
"AMZ1",6.87881217092386,6.87881217092386,6.90609124838583,6.90609124838583,6.99640799811174,6.99640799811174,6.86791976454864,6.86791976454864
"LDLRAD4",6.10767221802302,6.10767221802302,6.06309392387703,6.06309392387703,6.03500300577594,6.03500300577594,6.08074048495344,6.08074048495344
"LOC283387",6.34769275735088,6.34769275735088,6.0364073019056,6.0364073019056,5.96985333668503,5.96985333668503,5.78319193497614,5.78319193497614
"TMEM105",8.11646448617199,8.11646448617199,7.94268067146401,7.94268067146401,8.25035860147998,8.25035860147998,7.6060959630219,7.6060959630219
"LINC01440",6.15539174052193,6.15539174052193,6.00496095842966,6.00496095842966,6.12531886781899,6.12531886781899,6.0042304452736,6.0042304452736
"MAGI1-IT1",6.1819015557646,6.1819015557646,6.10664864433427,6.10664864433427,6.16921555012933,6.16921555012933,5.85175608267623,5.85175608267623
"LOC100422781",6.73915209806013,6.73915209806013,6.68122335006872,6.68122335006872,6.93544534911427,6.93544534911427,6.86346065616421,6.86346065616421
"LINC02355",6.21097131611959,6.21097131611959,5.98979894039335,5.98979894039335,6.23796928322703,6.23796928322703,6.29739980745835,6.29739980745835
"STRC",6.0648684432568,6.0648684432568,5.92545508473438,5.92545508473438,5.87185070970506,5.87185070970506,5.76107262085609,5.76107262085609
"ATP13A5",5.81517902821258,5.81517902821258,6.02576716383497,6.02576716383497,6.14026685180178,6.14026685180178,5.84335137984207,5.84335137984207
"CYMP-AS1",7.35554494026833,7.35554494026833,7.3484368771027,7.3484368771027,7.46235986868312,7.46235986868312,7.26682552575652,7.26682552575652
"DNASE1L3",6.25397447678027,6.25397447678027,6.61506086092472,6.61506086092472,6.29776271913134,6.29776271913134,7.41199460027584,7.41199460027584
"LOC101927166",9.00959060744847,9.00959060744847,9.15319199843837,9.15319199843837,9.50888674884734,9.50888674884734,9.08055580846648,9.08055580846648
"LMNTD2-AS1",6.59489174174638,6.59489174174638,6.40556159313775,6.40556159313775,6.56250076681372,6.56250076681372,6.51220057568694,6.51220057568694
"TXLNA",7.50517977207089,7.50517977207089,7.44690797491564,7.44690797491564,7.46244234184772,7.46244234184772,7.4460069403684,7.4460069403684
