"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"LINC01339",0.218118515883962,6.18942806358251,3.31663691588833,0.0112146694796892,0.0938349574681966,-3.22512480247389,"Not Significant"
"CHST8",0.311037086079068,6.36611970026255,3.31657256229679,0.0112157187700266,0.0938349574681966,-3.22522220098766,"Not Significant"
"MCOLN2",0.142964087556414,5.81288324274899,3.31554713371025,0.0112324525156499,0.0938925901247522,-3.22677422753298,"Not Significant"
"NAV3",-0.30041231540959,9.50570181617843,-3.31485108060171,0.0112438263367701,0.0938925901247522,-3.22782778563631,"Not Significant"
"C6orf136",-0.441218404529444,8.15306364585499,-3.31451551639518,0.0112493139689755,0.0938925901247522,-3.22833571714029,"Not Significant"
"ACSS1",0.127231631249384,6.4560361337642,3.31407422159773,0.0112565349842174,0.0938925901247522,-3.22900370476568,"Not Significant"
"CUL4A",0.266213191297402,9.32457327358299,3.31376347657416,0.0112616227301117,0.0938925901247522,-3.22947408986362,"Not Significant"
"PRDX6-AS1",-0.259373079183154,6.46726336050179,-3.31362751274136,0.0112638495966239,0.0938925901247522,-3.22967990559553,"Not Significant"
"DUXAP8",0.422292508246247,7.27711233803915,3.31351045279843,0.0112657672221719,0.0938925901247522,-3.22985710683679,"Not Significant"
"FAM21EP",0.159113975925948,6.44166957978114,3.31319230815378,0.0112709806795813,0.0938925901247522,-3.2303387093157,"Not Significant"
"DDIT4L",1.04973562789705,9.19325471679557,3.31194819129502,0.0112913926779032,0.0939149472796522,-3.23222212213099,"Not Significant"
"LINC01116",0.123866589628163,10.3698773296688,3.31186736457471,0.0112927201422563,0.0939149472796522,-3.23234448691964,"Not Significant"
"C9orf72",0.548848604888947,7.03695289283313,3.31166342802424,0.0112960702465742,0.0939149472796522,-3.23265323215401,"Not Significant"
"GIPC2",0.784742302846386,6.36983975381882,3.31155469393739,0.0112978568726423,0.0939149472796522,-3.23281784925608,"Not Significant"
"WWP1",0.538777146197521,8.40389087367405,3.31022229145126,0.0113197741209748,0.0940467910917583,-3.23483511593063,"Not Significant"
"FXN",0.15130203193012,8.36124061777877,3.30933041860837,0.0113344700930979,0.0941185302703871,-3.23618550700762,"Not Significant"
"MC2R",0.408033768380842,7.04085309241075,3.30820911046204,0.0113529753260402,0.0942218069816958,-3.23788338927673,"Not Significant"
"TNXB",-0.403375954170828,9.20078423275814,-3.30765181814619,0.011362184374389,0.0942248510322114,-3.23872728208605,"Not Significant"
"BMS1",0.398834399781844,9.06588852945484,3.30720522076018,0.0113695699454892,0.0942248510322114,-3.23940357266264,"Not Significant"
"PARP11-AS1",0.32909583782714,7.02816039607649,3.30708576536088,0.0113715462927849,0.0942248510322114,-3.23958446918991,"Not Significant"
"LDB1",0.18867927950274,8.25122082981124,3.30647754180276,0.011381614785253,0.0942579810055509,-3.24050554853747,"Not Significant"
"ASCC3",0.532686939351001,8.67342473078609,3.30542831421223,0.0113990058464545,0.0943516859188409,-3.24209455190364,"Not Significant"
"YIPF2",-0.201666463782498,8.93987286569289,-3.30472924964881,0.0114106085509141,0.0943974052096936,-3.24315330539596,"Not Significant"
"SCT",0.400592283246979,6.43970074360095,3.30426521893898,0.0114183171994687,0.0944108783138178,-3.24385611747218,"Not Significant"
"TTI2",-0.350723507514685,7.94946786740644,-3.30345839317756,0.0114317336304452,0.0944258979047252,-3.24507816625059,"Not Significant"
"PGS1",0.143887640119508,7.47069420504441,3.30342461216068,0.0114322957277746,0.0944258979047252,-3.24512933352391,"Not Significant"
"WDR25",-0.38645226266889,7.14424857032905,-3.30161479403412,0.0114624529597463,0.0945788938971157,-3.24787076935992,"Not Significant"
"TIAL1",-0.230453005555969,8.9590024247422,-3.30068283913392,0.0114780151193002,0.0945788938971157,-3.24928256910254,"Not Significant"
"CD1E",0.187597781439359,6.69278967660035,3.30018741622926,0.0114862970051126,0.0945788938971157,-3.25003310679162,"Not Significant"
"BMS1P1",-0.293708371419056,6.35911413951321,-3.29978742353763,0.0114929882236082,0.0945788938971157,-3.25063908904115,"Not Significant"
"LINC00628",0.155512821001341,5.89364013063157,3.29970610079277,0.0114943491243201,0.0945788938971157,-3.25076229338291,"Not Significant"
"APIP",0.190232793997945,10.0085878299743,3.29968827300896,0.011494647487338,0.0945788938971157,-3.25078930263802,"Not Significant"
"FKSG49",-0.146297499598624,6.70219338500512,-3.29943813741117,0.0114988345833485,0.0945788938971157,-3.25116826333093,"Not Significant"
"TYRO3",-0.299387469379414,7.24645098998613,-3.29939564188634,0.0114995460894999,0.0945788938971157,-3.25123264549794,"Not Significant"
"SCGB3A1",0.212048655642291,6.6004724450002,3.29762847273101,0.0115291752998453,0.0947344825984023,-3.25391010899852,"Not Significant"
"ATP6V0E2-AS1",-0.336768503147091,5.74685661309914,-3.29753972696744,0.0115306653858179,0.0947344825984023,-3.25404457629705,"Not Significant"
"ITGA7",-0.839846938673928,7.68465134793442,-3.29703318700248,0.011539174353962,0.0947542566728303,-3.25481209741152,"Not Significant"
"ZBED6",-0.378992276999357,7.16237395330338,-3.29631976524969,0.0115511698537609,0.09480262446575,-3.25589312918859,"Not Significant"
"KCTD14",0.143699950458531,5.75365932293969,3.29418656770222,0.0115871164029621,0.0950474080851536,-3.25912578374363,"Not Significant"
"HAUS7",-0.382456382905903,7.3795963775966,-3.29297170661738,0.0116076410025396,0.0951431389918821,-3.26096696793735,"Not Significant"
"SLIRP-OT1",-0.389082673065515,6.86060144327287,-3.29277066461464,0.0116110412409593,0.0951431389918821,-3.26127166994837,"Not Significant"
"RBM26-AS1",-0.697555159583424,6.15958280519319,-3.29123660033998,0.0116370217584052,0.0953057351606098,-3.26359683605723,"Not Significant"
"UBE2F",0.119570014722681,9.73324480587875,3.29061253018207,0.0116476084671125,0.0953421530191477,-3.26454279234096,"Not Significant"
"ASXL1",-0.227513708005807,7.6511689732724,-3.28766113624594,0.0116978142408322,0.0957026657174088,-3.2690169350515,"Not Significant"
"LBP",0.305370219831943,5.79827041884709,3.28652513145925,0.0117171997237757,0.0957674588841187,-3.27073925626485,"Not Significant"
"C1orf115",0.631920811216222,5.78802621589715,3.28647425121847,0.0117180687712407,0.0957674588841187,-3.27081639953188,"Not Significant"
"DAGLA",0.165351980537698,6.86578124227379,3.28439501636963,0.0117536410987768,0.0960076480703872,-3.27396907365902,"Not Significant"
"ARHGAP20",-0.333429349376541,6.4908233566106,-3.28148891953878,0.0118035514565333,0.0963409554116586,-3.27837612278629,"Not Significant"
"ZBTB21",0.20582897599771,8.32937643811756,3.28129704930199,0.0118068545948214,0.0963409554116586,-3.27866711678401,"Not Significant"
"CAPNS2",0.183617177511006,6.39101447352809,3.2802561947125,0.0118247904742361,0.0964366315566902,-3.2802457521054,"Not Significant"
"RSPH3",0.193455995580177,7.90578914932991,3.27973809292398,0.0118337290951573,0.09645886897092,-3.2810315777972,"Not Significant"
"SDHAF1",-0.240588268560069,8.55577133128704,-3.27903424440521,0.011845883801688,0.0965072841933953,-3.28209917027846,"Not Significant"
"PYCR3",-0.485612990583066,7.58089066158773,-3.27773790503302,0.0118683047989147,0.0966392432708695,-3.28406556104521,"Not Significant"
"HDGFL1",0.27921464231984,7.47127746474228,3.27576474048496,0.0119025182052427,0.0968670349533586,-3.2870588931205,"Not Significant"
"APP",0.41619244281717,10.0425465809956,3.27471939747585,0.011920686086926,0.0969640720575106,-3.28864483663371,"Not Significant"
"INHBA",0.241181761057259,9.86309554629364,3.27395663855429,0.0119339612336262,0.0970212303852083,-3.28980211676413,"Not Significant"
"CCBE1",-0.22950239011678,7.5949358021452,-3.27327659751158,0.0119458099472414,0.0970253257248462,-3.29083393714912,"Not Significant"
"BCAP31",0.164861554170331,11.0350795418338,3.27321052672062,0.0119469617971346,0.0970253257248462,-3.29093418790885,"Not Significant"
"FRAS1",0.626489529215993,7.15955246793668,3.27199028606407,0.0119682561040804,0.0971474546702353,-3.29278575512544,"Not Significant"
"ITPKA",0.14037074801376,5.82964159454992,3.27144596726919,0.0119777679180748,0.0971738663698353,-3.29361173413893,"Not Significant"
"TBL1X",-0.1517316190976,7.7146448849405,-3.270912660425,0.0119870950637088,0.0971987530805587,-3.29442102767665,"Not Significant"
"HUNK",0.294045902863359,5.8696629438979,3.26950403528526,0.0120117678799938,0.0973166502758254,-3.29655873462772,"Not Significant"
"MAFIP",-0.212802444310222,8.23783470244145,-3.26916370642074,0.0120177369803204,0.0973166502758254,-3.29707523774703,"Not Significant"
"CHD4",-0.155820672401832,8.96789925197281,-3.26900986185616,0.0120204363233535,0.0973166502758254,-3.29730872456723,"Not Significant"
"PIAS3",-0.256392757837327,9.45044668758222,-3.26718179291353,0.0120525606282355,0.0975037723829931,-3.30008330309655,"Not Significant"
"CASC15",0.186927999834778,6.31882093425365,3.26698024960165,0.0120561078680672,0.0975037723829931,-3.30038921588789,"Not Significant"
"PTGIS",-0.814135044147307,9.22887029404291,-3.26312137988647,0.0121242390186078,0.0979432917410295,-3.30624707379773,"Not Significant"
"EDNRA",0.530175641020046,7.65894839291138,3.26270547627872,0.0121316063891664,0.0979432917410295,-3.30687850113115,"Not Significant"
"CTPS2",-0.277816429138472,6.45393483096542,-3.26202128185021,0.0121437366086237,0.0979432917410295,-3.3079172811038,"Not Significant"
"FGF5",-0.959517759236438,7.9806058539207,-3.26200900004699,0.0121439544724062,0.0979432917410295,-3.30793592834607,"Not Significant"
"PRM1",0.155214063789152,6.80801029975241,3.26166911270868,0.0121499852889545,0.0979432917410295,-3.30845197828683,"Not Significant"
"HACL1",-0.145469155598866,9.08177846821404,-3.26159084682044,0.0121513744545492,0.0979432917410295,-3.30857081053974,"Not Significant"
"CNKSR3",-0.412968645151929,7.87974678988577,-3.26140881307013,0.0121546060783722,0.0979432917410295,-3.30884719707513,"Not Significant"
"PLEKHG2",-0.216512279099843,7.05773253333167,-3.26028254278045,0.0121746208562903,0.0980403794664022,-3.31055730464467,"Not Significant"
"ESRP2",0.290568597944663,5.81526849815137,3.26002052854138,0.0121792820704978,0.0980403794664022,-3.31095515750697,"Not Significant"
"MYLIP",-0.204877543719753,6.64917588165484,-3.25948652808685,0.0121887877474096,0.0980660601770863,-3.31176602303813,"Not Significant"
"LOC100505942",0.347439001365578,6.54720366911832,3.25880813148814,0.0122008751263633,0.0980838532980452,-3.31279618501421,"Not Significant"
"USP7",0.169330552511294,8.57807831775143,3.25865347844824,0.0122036324428016,0.0980838532980452,-3.31303103490821,"Not Significant"
"HEATR1",0.228886570620073,8.99458040801183,3.25806094652937,0.0122142028272301,0.0981180245738377,-3.31393084874855,"Not Significant"
"WNT7B",-0.187436451736931,6.72966035834871,-3.2566890215969,0.0122387142793425,0.0982640927247314,-3.3160143556138,"Not Significant"
"ADNP2",-0.309143228711854,8.3278864651411,-3.25532265318894,0.0122631781951327,0.0983952281718993,-3.31808958132134,"Not Significant"
"USP35",-0.118875940975848,7.42992042727103,-3.2550692798896,0.0122677203594022,0.0983952281718993,-3.31847441921586,"Not Significant"
"FAM91A1",0.187317890195329,8.18722972609234,3.25240384991487,0.0123156109033998,0.0986852599333704,-3.32252315327226,"Not Significant"
"SRD5A3",-0.580987899068588,8.0574888396756,-3.25143701323552,0.0123330311868014,0.0986852599333704,-3.3239919055499,"Not Significant"
"COG1",-0.275995133212184,8.9874945017702,-3.25140512031341,0.0123336062714919,0.0986852599333704,-3.3240403564307,"Not Significant"
"NOL10",0.185538650729797,7.80013830536163,3.25133648393029,0.0123348440007257,0.0986852599333704,-3.32414462729039,"Not Significant"
"CD36",1.51157911205775,9.88843650601496,3.25129137700113,0.0123356574916713,0.0986852599333704,-3.3242131529436,"Not Significant"
"NEURL1",0.221551635163388,6.14855286867311,3.25061723124697,0.0123478222885935,0.098731711893553,-3.32523732355324,"Not Significant"
"PCOLCE2",-0.989587874083126,11.3904103615315,-3.24952385097393,0.0123675790615652,0.0988387893298943,-3.32689848105913,"Not Significant"
"BHLHE40",0.22070214898255,8.190757046024,3.248899022271,0.0123788843813976,0.098878249318077,-3.32784781938133,"Not Significant"
"H1-3",0.247704793639389,6.07598858572299,3.24805859431416,0.0123941078838538,0.0989489497277543,-3.32912478134052,"Not Significant"
"RAD1",-0.29037037756725,8.65225621420683,-3.24715873608511,0.0124104298619677,0.0989815128647906,-3.33049210786066,"Not Significant"
"LRRC28",-0.215495802925119,7.42105147037829,-3.24711849300423,0.0124111603375384,0.0989815128647906,-3.3305532584329,"Not Significant"
"COX19",0.173658579552267,6.88730881117588,3.24677980673615,0.012417309831312,0.0989815128647906,-3.33106790773479,"Not Significant"
"TESK2",-0.124557459527136,7.29453597615302,-3.24604395310196,0.0124306817652584,0.0989822736186443,-3.33218610384927,"Not Significant"
"C16orf74",0.45210372670279,7.81226727666227,3.24578795596845,0.012435337316177,0.0989822736186443,-3.33257512516152,"Not Significant"
"CDH18",-0.409900123770631,6.18891269235637,-3.24572246748943,0.0124365285825589,0.0989822736186443,-3.33267464439067,"Not Significant"
"FAM200C",-0.232902421206566,6.89092620173494,-3.24521940390176,0.0124456835728749,0.0990043926842221,-3.33343913422305,"Not Significant"
"GCNT3",-0.167822184215254,6.51095445743376,-3.24471601917854,0.0124548515426476,0.0990265922960734,-3.3342041330507,"Not Significant"
"PDXDC1",-0.130453922306717,8.31266660432678,-3.24290317391125,0.0124879274850766,0.0992387604852967,-3.33695930585663,"Not Significant"
"NUP50-DT",-0.248305243612641,7.67828292902541,-3.24207225317964,0.0125031189369413,0.0992852466341082,-3.33822223472475,"Not Significant"
"CAV3",0.180486404579923,6.81127356032754,3.24181327319591,0.0125078577773658,0.0992852466341082,-3.33861587391942,"Not Significant"
"CIB2",-0.266540213522873,6.53433380282422,-3.24138989821172,0.0125156088243967,0.0992852466341082,-3.33925939882782,"Not Significant"
"SLC31A2",0.263483028060019,10.5719968880881,3.24087907458622,0.0125249676224812,0.0992852466341082,-3.34003586427434,"Not Significant"
"PABPC4",-0.2454192706093,11.3545234744164,-3.24083655709509,0.0125257469188703,0.0992852466341082,-3.34010049295578,"Not Significant"
"POR",0.286869287897193,8.05723857170494,3.24006824704269,0.0125398379913497,0.0993462266988155,-3.34126838771556,"Not Significant"
"GTF2F2",0.430031278322033,7.54750480926154,3.23877491457238,0.012563596030132,0.0994452962034502,-3.34323446949353,"Not Significant"
"DOCK4",-0.934310688929228,7.33147146305749,-3.2386903333245,0.0125651514136508,0.0994452962034502,-3.34336305192798,"Not Significant"
"LOC105370792",0.151356398964039,5.7473329396182,3.2376911903338,0.0125835402950071,0.0995400986759403,-3.34488201737811,"Not Significant"
"RTF2",0.183255073555964,9.41492941146187,3.23731274178388,0.0125905129385551,0.099544544251468,-3.34545738208612,"Not Significant"
"ATP8A2",0.280124539355442,6.10142599674247,3.23527640691074,0.0126281011457702,0.0997909183671852,-3.34855347360165,"Not Significant"
"NUTM2A-AS1",-0.497280821798398,7.06434910148176,-3.23442357035567,0.0126438786820877,0.0998172060256535,-3.34985024702694,"Not Significant"
"EZH2",-1.13753332425885,6.58173615173075,-3.2343039093592,0.0126460940856999,0.0998172060256535,-3.35003220129102,"Not Significant"
"TECPR2",-0.154153196983293,7.54879327347444,-3.23405453315042,0.012650712355647,0.0998172060256535,-3.35041140182198,"Not Significant"
"PCNX1",0.139956606811368,7.0948635267998,3.23343954750944,0.0126621090746775,0.099855811536969,-3.35134656834487,"Not Significant"
"EEIG1",-0.394230622194739,8.98249204041954,-3.23309674146265,0.0126684665589792,0.099855811536969,-3.3518678633782,"Not Significant"
"CACNA2D1",-0.23682031943944,8.10922734220159,-3.23224615250507,0.0126842556732689,0.0999070010882147,-3.35316137018448,"Not Significant"
"ADAMTS5",1.14873566366366,8.42858136676808,3.23175705029366,0.0126933440852256,0.0999070010882147,-3.35390518385388,"Not Significant"
"LOC100505774",0.134190340701674,6.16244579240655,3.23170762797441,0.0126942628250288,0.0999070010882147,-3.35398034508713,"Not Significant"
"MPRIP-AS1",-0.561256719047799,6.1263769599391,-3.23086704997398,0.0127098995813851,0.0999315276732594,-3.3552587225681,"Not Significant"
"LSP1",-0.717886096357897,7.5592716054765,-3.23084820737346,0.0127102503319608,0.0999315276732594,-3.35528737964511,"Not Significant"
"SLC5A2",0.155706762950186,6.67094770211826,3.22860426153798,0.0127520941123439,0.100209776000241,-3.35870032705434,"Not Significant"
"PDE4DIPP6",-0.314724164901929,5.7841574351144,-3.22719486902796,0.0127784500659339,0.100277563567146,-3.36084416211601,"Not Significant"
"RTN3",-0.170604664866262,11.2584146281646,-3.22681896694593,0.0127854892404732,0.100277563567146,-3.36141597602253,"Not Significant"
"RNF14",0.279606931143066,9.94185679293342,3.22647849545197,0.0127918684761556,0.100277563567146,-3.36193390353824,"Not Significant"
"DHX8",-0.138283577085614,7.06067798836202,-3.22643141001462,0.0127927509560455,0.100277563567146,-3.36200553095618,"Not Significant"
"MRPL20",0.165753160977182,11.9652254849978,3.22641760927605,0.0127930096230368,0.100277563567146,-3.36202652498149,"Not Significant"
"ZNF131",0.581169856231636,7.65030208934253,3.225858966796,0.0128034848912062,0.100309038037664,-3.3628763586397,"Not Significant"
"MCU",-0.263283920322676,9.27811201170589,-3.22420934797518,0.0128344703193936,0.100464946857579,-3.36538598426173,"Not Significant"
"ZNF764",-0.206660683910866,6.54844012414813,-3.22411074116556,0.0128363249977741,0.100464946857579,-3.36553600534674,"Not Significant"
"CD248",-0.365236181922009,12.4621236543944,-3.22336965058393,0.012850273109473,0.100499219171435,-3.36666353068471,"Not Significant"
"ZNF585A",0.336899798380225,6.78022250835462,3.22319045305101,0.0128536482016017,0.100499219171435,-3.36693617571268,"Not Significant"
"CTSO",-0.296570981644612,8.32858743679735,-3.221637147336,0.0128829431904069,0.100638418914312,-3.36929960336495,"Not Significant"
"RRAGC",0.456032515075762,10.9440535305184,3.22155927208581,0.0128844137559024,0.100638418914312,-3.36941809930403,"Not Significant"
"PGAP2",-0.190846085804813,8.87534332779412,-3.2211441878588,0.012892255035865,0.100649037806391,-3.37004970475598,"Not Significant"
"ALYREF",-0.277100727348607,10.6553150119995,-3.21921071291494,0.0129288464667156,0.100883983887015,-3.37299192353713,"Not Significant"
"FBXO45",-0.196437069351688,8.1553145686543,-3.21885970003047,0.0129355012234703,0.100885214966372,-3.37352610090215,"Not Significant"
"CABP7",0.149654586021378,5.76471668336393,3.21798438067586,0.0129521119340908,0.10095982622747,-3.37485821950541,"Not Significant"
"BCHE",0.998338422532105,6.59219598001292,3.21767062596975,0.0129580714626061,0.10095982622747,-3.37533572691465,"Not Significant"
"ABI3BP",-0.83645583915648,9.17408324215686,-3.21669660397863,0.0129765907244423,0.101053410616419,-3.37681815364389,"Not Significant"
"POP4",0.127852372019818,8.91184869582604,3.21405279090083,0.0130269991418826,0.101346201909869,-3.38084232233484,"Not Significant"
"ABCE1",0.207157029840083,9.9426235982193,3.21404006204361,0.0130272423372037,0.101346201909869,-3.3808616983677,"Not Significant"
"PGC",0.156608441810892,6.45209398011415,3.21253633423586,0.0130560060782261,0.101500553570496,-3.38315078260781,"Not Significant"
"MMP23B",-0.384251261821028,6.68391343064456,-3.21231965879168,0.0130601562360801,0.101500553570496,-3.38348063650394,"Not Significant"
"FOLR2",0.132186324183706,6.75702378046054,3.21148034328632,0.0130762454759427,0.101574757253846,-3.38475839579445,"Not Significant"
"PRMT7",-0.275795701913195,8.00754526730501,-3.20969033237106,0.0131106290367239,0.101789824856909,-3.38748366250912,"Not Significant"
"WBP11",-0.338464081622831,9.09500627648915,-3.20932225985801,0.0131177110162012,0.101789824856909,-3.38804407901607,"Not Significant"
"FZD6",0.559297514369444,9.42987120923684,3.20901645598914,0.0131235979754979,0.101789824856909,-3.38850969518665,"Not Significant"
"H1-8",0.201357242893807,6.06626930353297,3.20788028074698,0.0131454946780128,0.101877111742164,-3.3902396969014,"Not Significant"
"KCNQ2",0.268747749316158,6.4595309722505,3.20748859619399,0.0131530522796325,0.101877111742164,-3.39083612038264,"Not Significant"
"KRT7-AS",-0.220736379877099,6.80249782053685,-3.20741181459973,0.0131545343278618,0.101877111742164,-3.3909530381856,"Not Significant"
"CIART",-0.41159138032527,7.70858769873656,-3.20656935717348,0.0131708071392236,0.101952289759653,-3.39223590550454,"Not Significant"
"DYRK3",0.365564996454751,9.10960114536513,3.20520732124815,0.0131971610592466,0.102098730758613,-3.39431008774904,"Not Significant"
"BRD4",-0.160598911286929,8.39656901815255,-3.20491236177127,0.0132028755385944,0.102098730758613,-3.39475928712822,"Not Significant"
"NIF3L1",-0.234571732960902,9.60046742052009,-3.20454041733572,0.0132100852330803,0.102103635390379,-3.39532573803171,"Not Significant"
"SNX15",-0.138165720214182,8.45949865972174,-3.20341069757173,0.0132320089934755,0.102222206791387,-3.39704630513347,"Not Significant"
"KPNA4",0.214099590730887,9.59713526799876,3.20194539345255,0.0132605024855513,0.10239138866019,-3.39927811625201,"Not Significant"
"EDDM13",0.185196983915796,5.94059205888418,3.20149366860481,0.0132692995374168,0.102408391260938,-3.39996617396987,"Not Significant"
"LAMA5",-0.890317505354461,6.96250997891948,-3.20101130496283,0.0132787000644367,0.102424377958502,-3.400700917523,"Not Significant"
"TFAP2A-AS1",0.16676660666274,6.12799236328154,3.20071063646886,0.0132845631896203,0.102424377958502,-3.40115890941846,"Not Significant"
"CXCL1",-1.36041126475323,7.56929160986406,-3.19684745995301,0.0133601399605505,0.102955956976391,-3.4070440970641,"Not Significant"
"STPG4",0.558432790320519,5.5613703789695,3.19531004785514,0.0133903430911371,0.10313752357102,-3.40938652042502,"Not Significant"
"MXD4",-0.238773476047891,8.75334750815055,-3.19468208227377,0.0134027004765097,0.103181523549451,-3.41034335012687,"Not Significant"
"SPNS1",0.186855415635533,9.2193885868044,3.19428230172992,0.0134105738071566,0.103190976252491,-3.41095251057805,"Not Significant"
"RAX",-0.182795353973248,6.96267006515596,-3.1928292689438,0.0134392311749384,0.103345014456173,-3.41316665370221,"Not Significant"
"ENTR1",0.275486063701484,7.85154940008026,3.19259268938538,0.0134439032200844,0.103345014456173,-3.41352717084586,"Not Significant"
"EMB",-1.121249993543,8.08968419030019,-3.19219913040744,0.0134516791415164,0.103353623804783,-3.4141269141299,"Not Significant"
"EPHA2",0.670984494421409,8.50108033977503,3.19066669110043,0.0134820022756766,0.103535376526561,-3.4164623062405,"Not Significant"
"LEPROT",0.204315479164539,10.493649491802,3.18924324635113,0.0135102333226417,0.103700891267415,-3.41863175422584,"Not Significant"
"SNHG9",0.364586785367289,6.83345924445146,3.18844073208437,0.013526177012726,0.10377197463123,-3.41985492054006,"Not Significant"
"NALF2",0.129351689182535,6.58345105509335,3.18721593176243,0.0135505486276892,0.103884925511592,-3.42172181587202,"Not Significant"
"FAM241B",0.386769742303867,6.73277012752356,3.18702861859802,0.0135542799514738,0.103884925511592,-3.42200733698836,"Not Significant"
"WT1-AS",0.138928074332211,6.2127473290692,3.18635508590673,0.0135677058489435,0.10393652512205,-3.42303402360405,"Not Significant"
"CYB561A3",-0.313095220880774,10.0639718741,-3.18522826697414,0.0135901987419552,0.103998912162987,-3.42475174513365,"Not Significant"
"MTO1",0.360229794018259,9.02612615503032,3.18502815762347,0.0135941973196439,0.103998912162987,-3.42505680163918,"Not Significant"
"ABCF2-H2BK1",0.166429235522394,7.31910718716549,3.18494085042503,0.0135959422778763,0.103998912162987,-3.42518989796061,"Not Significant"
"FGF2",0.389102064564849,10.8265015279644,3.18434933819958,0.0136077707164165,0.104038140661997,-3.4260916497713,"Not Significant"
"DTX4",-0.188369415426443,5.96448916837683,-3.18106556694765,0.0136736338971126,0.104449688319136,-3.43109819061657,"Not Significant"
"LINC01533",-0.284907260894275,6.1693359542757,-3.18092869830235,0.0136763863877363,0.104449688319136,-3.43130688244435,"Not Significant"
"ARSF",0.12581026983453,6.47221480557204,3.18044533097622,0.0136861118034032,0.104449688319136,-3.43204391282016,"Not Significant"
"S100A4",-0.188042591317082,13.8224093547732,-3.18032640890838,0.013688505649758,0.104449688319136,-3.43222524587474,"Not Significant"
"SLC2A6",0.246608501883513,8.82697435768573,3.17988516285916,0.0136973915905582,0.104466157474552,-3.43289806965108,"Not Significant"
"ADIRF",-0.93544601749891,11.0089781078868,-3.17825646173352,0.0137302435753186,0.104618599424183,-3.43538168278934,"Not Significant"
"SMOC2",0.210713263998471,5.92187713273,3.17822622263089,0.0137308543036119,0.104618599424183,-3.43542779639724,"Not Significant"
"LINC01704",0.239781601406121,5.91615312277568,3.17664009076698,0.0137629290521957,0.104776242194615,-3.43784668940623,"Not Significant"
"LOC283387",-0.315527393797656,6.03428633272941,-3.1763634748203,0.0137685308682617,0.104776242194615,-3.43826855522966,"Not Significant"
"PSMG3-AS1",-0.413150668058329,7.04431289335871,-3.17589939496114,0.0137779344648405,0.104776242194615,-3.4389763342701,"Not Significant"
"FAM171A2",0.161355284136954,5.8552098797207,3.17586978473929,0.0137785346832435,0.104776242194615,-3.43902149405514,"Not Significant"
"EIF2A",0.292705463761228,11.1166100522872,3.1750547939977,0.0137950659071219,0.104850603722853,-3.44026449602418,"Not Significant"
"WWC2-AS2",0.127653683960248,6.01825899149604,3.1731864473968,0.0138330423521282,0.105087809023409,-3.44311423403333,"Not Significant"
"UBR3",0.237804412794395,7.80257740182755,3.17237355867664,0.0138495997306543,0.105159673843662,-3.44435419168325,"Not Significant"
"LITATS1",-0.734563855194585,6.4609193110922,-3.17172068700793,0.0138629129279485,0.105159673843662,-3.44535009917653,"Not Significant"
"RACK1",0.164204939493688,10.4138771270871,3.17163210493374,0.0138647203114153,0.105159673843662,-3.44548522701087,"Not Significant"
"RAB9A",0.488955679731527,10.7084649821527,3.17139343774255,0.0138695911921573,0.105159673843662,-3.44584930559309,"Not Significant"
"LOXL1",-0.651397735159325,12.0114568462694,-3.17066139304007,0.0138845425150037,0.105221657478271,-3.44696604078682,"Not Significant"
"KDELR1",-0.400911301740042,10.7414355307811,-3.17029091142826,0.0138921157305908,0.105227694177861,-3.44753122604383,"Not Significant"
"RNF6",0.658863655865805,10.223101807601,3.16918488180922,0.0139147506116308,0.10534775597143,-3.44921858077668,"Not Significant"
"HAPLN1",1.3135496642205,7.54985414403768,3.16771388285257,0.0139449148696247,0.10552467743447,-3.45146287066758,"Not Significant"
"ACSF2",0.345662841485299,7.79801240131292,3.16647998997203,0.0139702702219004,0.10566505406998,-3.45334553229776,"Not Significant"
"SLC35F5",0.865596572013279,8.86282131880191,3.16427583597429,0.0140156846097052,0.105956937984178,-3.45670888580327,"Not Significant"
"DYNLT3",0.523651087260159,10.9403126566298,3.16188023500631,0.0140652201674303,0.106276509872152,-3.46036477267615,"Not Significant"
"ZEB1-AS1",0.294208465044409,6.12264177654087,3.16132957102717,0.0140766327134466,0.106276509872152,-3.46120519075446,"Not Significant"
"F5",0.169632651245643,6.22270240601222,3.16124003708081,0.0140784892328064,0.106276509872152,-3.46134183868172,"Not Significant"
"LHFPL4",0.160684176280498,6.43919611743533,3.1606002344535,0.0140917632920566,0.106278718775995,-3.46231833106057,"Not Significant"
"DOCK6",-0.132625637463722,7.17769531814471,-3.1605661651251,0.0140924705023038,0.106278718775995,-3.46237032986449,"Not Significant"
"TPBG",-0.475629636097361,9.14600433866084,-3.15771404313613,0.0141518076702878,0.106674402671956,-3.46672371961201,"Not Significant"
"PRKACG",0.139963318340548,6.05525185904771,3.15712726639886,0.0141640479436219,0.106714864856167,-3.46761943001566,"Not Significant"
"PRSS53",-0.252283332636837,7.05277034312332,-3.15604816756574,0.0141865872931125,0.106832845532227,-3.46926673114125,"Not Significant"
"HSCB",0.349013871662619,9.1263977089961,3.15504229217915,0.0142076312597971,0.106873222932432,-3.47080232811322,"Not Significant"
"UBR1",0.244744363683257,8.08493906017112,3.15481092686137,0.0142124763178289,0.106873222932432,-3.4711555470192,"Not Significant"
